"id";"reputation";"ex";"indegree";"outdegree";"pagerank";"eccentricity";"closeness";"betweeness";"eigenvector"
"2";"126";"0";"1";"5";"0,0000374945005479113";"7";"0,290784201488266";"0";"0,000244794250290666"
"6";"6781";"1";"192";"64";"0,00372471792634181";"6";"0,357286432160804";"308859,946097684";"0,26210015069315"
"9";"852";"1";"8";"10";"0,00015044045476942";"7";"0,2910594399869";"840,761563829278";"0,00988123604887608"
"12";"1920";"1";"31";"19";"0,000620184328911906";"7";"0,308379597501735";"37368,5549708487";"0,0601245392737832"
"14";"176";"0";"1";"1";"0,0000728068861841896";"7";"0,261204996326231";"0";"0,0122029254857321"
"16";"179";"0";"1";"5";"0,000135447077088521";"7";"0,284673286354901";"4690,2865810836";"0,00816455213733518"
"17";"289";"1";"2";"15";"0,0000773881074190535";"7";"0,313022805318306";"11993,514893989";"0,00465522081457775"
"18";"186";"0";"1";"4";"0,0000395180153584541";"7";"0,275701659171965";"0";"0,000244794250290666"
"19";"191";"0";"0";"3";"0,0000311204305365192";"7";"0,270582864099833";"0";"0"
"22";"121";"0";"1";"0";"0,0000508721777659906";"0";"0";"0";"0,00276962390187738"
"23";"508";"1";"4";"2";"0,000113430988442234";"8";"0,235695816482132";"22,4436757301337";"0,00242129823760903"
"25";"1720";"1";"28";"22";"0,000711058182568423";"7";"0,316534591754964";"38001,9777943362";"0,0719013891099968"
"26";"342";"1";"1";"7";"0,0000467878712446254";"7";"0,294117647058824";"5559,0493873874";"0,00230336427225382"
"28";"5081";"1";"65";"71";"0,00164984512046161";"6";"0,360987002437043";"160263,790049782";"0,140059672131167"
"29";"242";"1";"2";"7";"0,0000962937326849448";"7";"0,298188223452441";"534,210015667046";"0,00792477151945344"
"31";"869";"1";"5";"4";"0,000165599306062028";"7";"0,30392408309823";"512,039260081384";"0,0109475950823864"
"34";"875";"1";"14";"11";"0,000398680839893128";"7";"0,313658020116464";"9991,11901228069";"0,0201035540324755"
"35";"163";"0";"0";"2";"0,0000311204305365192";"7";"0,263173475429248";"0";"0"
"36";"562";"1";"11";"3";"0,000484576897617513";"7";"0,266771724448447";"354,02053199763";"0,0381058426380194"
"37";"370";"1";"5";"13";"0,000150509974351046";"7";"0,337158573596358";"10167,617337246";"0,00625276064937853"
"38";"226";"1";"2";"1";"0,0000480008228784605";"7";"0,253692999357739";"8,71206055103307";"0,00127257632172843"
"41";"171";"0";"3";"0";"0,0000880406821703503";"0";"0";"0";"0,00207098281315771"
"42";"393";"1";"2";"10";"0,000172545342120957";"7";"0,299822889432403";"8232,83532880525";"0,0100794791813208"
"43";"3502";"1";"73";"76";"0,00168561080334109";"6";"0,364279126959729";"112554,812956512";"0,11207483215211"
"44";"268";"1";"3";"5";"0,000124151796550746";"7";"0,299267615119118";"5847,36754934214";"0,0156089495385636"
"45";"713";"1";"6";"8";"0,000209336312540583";"7";"0,282165251210414";"14971,7031146346";"0,0131771987461835"
"46";"171";"0";"4";"6";"0,000184764798333342";"7";"0,300101300016883";"245,658328430179";"0,0115942761388688"
"48";"1788";"1";"19";"11";"0,000423600622032613";"7";"0,31145961100403";"14678,3787583835";"0,0287996268377967"
"49";"581";"1";"5";"3";"0,000201257493930542";"7";"0,279261586802828";"164,099143984677";"0,0184116650057401"
"50";"148";"0";"4";"9";"0,000199263580636462";"7";"0,312088490913879";"4208,14528512216";"0,017998550268151"
"51";"692";"1";"9";"5";"0,000344643923361886";"7";"0,301398897838067";"422,56781333881";"0,0345575709345774"
"55";"56";"0";"0";"4";"0,0000311204305365192";"7";"0,279274326553051";"0";"0"
"57";"3367";"1";"140";"48";"0,00271508524915044";"7";"0,350246305418719";"200990,726583732";"0,211406547880892"
"58";"168";"0";"0";"3";"0,0000311204305365192";"7";"0,26970041714069";"0";"0"
"59";"1397";"1";"16";"12";"0,000446019219969599";"7";"0,286832338228175";"6213,77498635146";"0,0198637662246358"
"60";"101";"0";"1";"0";"0,0000529286502312018";"0";"0";"0";"0,00146431446009803"
"61";"264";"1";"0";"7";"0,0000311204305365192";"7";"0,282907818340889";"0";"0"
"62";"1424";"1";"1";"35";"0,000035529161473804";"7";"0,334115218615125";"540,741575740758";"0,000234585940166365"
"63";"101";"0";"2";"1";"0,000100507356585424";"8";"0,260630498533724";"137,13442826304";"0,00965989147136036"
"66";"5247";"1";"45";"40";"0,00102626508010886";"7";"0,334273624823695";"90618,693948311";"0,0638156037743334"
"67";"2369";"1";"37";"15";"0,000853518423566526";"7";"0,309722948248824";"31337,9319279252";"0,0710162727745164"
"68";"1717";"1";"34";"20";"0,000750113603441105";"6";"0,331963768792604";"41179,0838474471";"0,0632271953178701"
"69";"9094";"1";"258";"87";"0,00501074399761777";"6";"0,352958697378872";"520342,647200087";"0,270842072613931"
"72";"2340";"1";"41";"16";"0,00134007443493711";"7";"0,310371922472499";"44282,5334463565";"0,110548043187711"
"73";"170";"0";"3";"4";"0,000110734780502981";"7";"0,304236200256739";"178,256203428488";"0,00618142336068531"
"76";"173";"0";"0";"2";"0,0000311204305365192";"7";"0,300998814965295";"0";"0"
"78";"121";"0";"2";"0";"0,0000597063261005978";"0";"0";"0";"0,000512084091843132"
"79";"471";"1";"5";"5";"0,000188313236938818";"7";"0,276718299992216";"323,673323131423";"0,00778659443721722"
"81";"4731";"1";"56";"64";"0,00117966115254238";"6";"0,340093752989572";"139563,167155341";"0,114112865978583"
"82";"301";"1";"4";"2";"0,000164876228427559";"7";"0,250581518291394";"3595,69009916305";"0,00426698371848844"
"84";"1513";"1";"11";"30";"0,000226582996886878";"6";"0,328618968386023";"21343,9491321186";"0,0134563597706152"
"85";"101";"0";"1";"0";"0,0000426930112005036";"0";"0";"0";"0,00153361437336651"
"86";"2608";"1";"94";"113";"0,00326796964453609";"6";"0,396232724030317";"416447,380096914";"0,274310235400046"
"87";"683";"1";"30";"10";"0,000971007586881374";"7";"0,281785034876347";"24622,6562367891";"0,0770398861164508"
"89";"120";"0";"0";"4";"0,0000311204305365192";"7";"0,307141006821518";"0";"0"
"90";"508";"1";"3";"12";"0,000103032471393801";"7";"0,318834080717489";"11875,5565581398";"0,0126227411110424"
"91";"91";"0";"2";"2";"0,000100279698325506";"7";"0,273083422952835";"10,7720214980187";"0,0137281071764365"
"92";"258";"1";"3";"2";"0,000110186473246737";"7";"0,269114307342922";"59,9469355688713";"0,0128160201149204"
"95";"114";"0";"3";"11";"0,0000665296178763039";"7";"0,304236200256739";"5650,94566844629";"0,00188720605052951"
"96";"390";"1";"7";"10";"0,000190800694033882";"7";"0,292833607907743";"580,421268493984";"0,0120271569742292"
"99";"641";"1";"4";"6";"0,000132211518797812";"7";"0,299318009598383";"435,073495713121";"0,0013635435185358"
"101";"113";"0";"0";"1";"0,0000311204305365192";"7";"0,292458261370178";"0";"0"
"103";"1084";"1";"4";"42";"0,000119529432471085";"6";"0,344944692412187";"18390,62261662";"0,00298727556441445"
"104";"351";"1";"3";"4";"0,00010019346186712";"7";"0,292520365341891";"1920,3071522999";"0,0125717800853417"
"106";"101";"0";"2";"0";"0,0000447862139641367";"0";"0";"0";"0,000479380190457031"
"107";"8486";"1";"287";"87";"0,00576447381931413";"6";"0,363943488943489";"567062,667880962";"0,349446304608851"
"111";"101";"0";"1";"0";"0,000051988911899028";"0";"0";"0";"0,000329628450980322"
"112";"3583";"1";"85";"51";"0,00164987288937517";"7";"0,349214145383104";"154050,334717525";"0,111894995926955"
"114";"578";"1";"4";"10";"0,0000574058678061379";"7";"0,308299366923944";"190,333350613709";"0,00198068885462248"
"115";"6011";"1";"315";"59";"0,00724146809862723";"6";"0,353485134732027";"463445,353269424";"0,391046562614125"
"117";"276";"1";"9";"8";"0,000291568023127585";"6";"0,308058925476603";"670,397253985591";"0,0338660492106312"
"120";"180";"0";"5";"3";"0,000161726693742017";"7";"0,26157015672136";"18,0162855650229";"0,00606405417460049"
"121";"193";"0";"1";"1";"0,0000348993427684776";"7";"0,266886820774542";"25,4129020044596";"0,000234585940166365"
"123";"69";"0";"1";"1";"0,000035529161473804";"8";"0,225849476024135";"0,833333333333333";"0,000234585940166365"
"126";"374";"1";"3";"15";"0,0000585768803634694";"7";"0,31795009390931";"11429,4472932979";"0,00338919812977134"
"128";"153";"0";"2";"3";"0,00018899622258946";"7";"0,268139990948861";"32,331292342588";"0,00854281755556121"
"129";"1124";"1";"19";"19";"0,000529966683547232";"6";"0,323358195379298";"7087,79355830287";"0,0448678708853693"
"133";"244";"1";"4";"7";"0,0000992535389665094";"7";"0,280694828266877";"108,339063640285";"0,00342517839400959"
"135";"159";"0";"0";"4";"0,0000311204305365192";"7";"0,263407407407407";"0";"0"
"137";"1522";"1";"50";"23";"0,00100383151953856";"6";"0,331870799103809";"47907,0400715666";"0,0902336346875741"
"138";"611";"1";"5";"4";"0,000188704574743279";"7";"0,294678381962865";"201,210225831687";"0,0191061224134046"
"139";"309";"1";"1";"3";"0,0000585932426778356";"7";"0,264017823988117";"3,48678478565369";"0,00152518169070441"
"140";"49";"0";"0";"1";"0,0000311204305365192";"8";"0,250581354379536";"0";"0"
"143";"51";"0";"0";"1";"0,0000311204305365192";"7";"0,263290389456538";"0";"0"
"145";"184";"0";"1";"3";"0,0000335251928659473";"7";"0,308975584325311";"70,3297476614613";"0,000234585940166365"
"146";"707";"1";"14";"48";"0,000488392080211967";"6";"0,357789855072464";"45765,5133811194";"0,0486183033912612"
"148";"280";"1";"8";"8";"0,000235946760091699";"7";"0,291345681035896";"6923,00117817101";"0,019388833685271"
"149";"508";"1";"3";"10";"0,0000824327151081742";"7";"0,286370227162881";"11105,0656111806";"0,00260120974641673"
"151";"141";"0";"1";"0";"0,000036177478374038";"0";"0";"0";"0,000598519652685243"
"152";"1037";"1";"11";"40";"0,000306904801896492";"7";"0,356748620170597";"23780,2075560804";"0,0284931444405706"
"154";"446";"1";"19";"11";"0,000532788423092932";"7";"0,299570236791101";"6821,53531880148";"0,0310126882317539"
"157";"308";"1";"0";"1";"0,0000311204305365192";"7";"0,260933372468447";"0";"0"
"158";"1335";"1";"14";"41";"0,000339459002694206";"6";"0,352923657301698";"26331,3431437839";"0,0333598861412066"
"160";"176";"0";"2";"6";"0,0000718164695727586";"7";"0,275971758864148";"3556";"0,000510883024805827"
"161";"193";"0";"1";"4";"0,0000395180153584541";"7";"0,292660852394273";"0";"0,000244794250290666"
"164";"273";"1";"0";"6";"0,0000311204305365192";"7";"0,282128434555388";"0";"0"
"166";"3847";"1";"133";"34";"0,00271707850092336";"6";"0,339833667909378";"118274,847675989";"0,240737984185773"
"167";"296";"1";"2";"2";"0,0000527442081703087";"8";"0,245647969052224";"32,93471807863";"0,000479380190457031"
"171";"101";"0";"1";"0";"0,0000368018271514777";"0";"0";"0";"0,00027379642937708"
"172";"423";"1";"15";"13";"0,00055874999997037";"7";"0,32543024533138";"23265,2485897298";"0,0695302108128458"
"173";"270";"1";"2";"7";"0,0000579033107474179";"7";"0,280517635918883";"92,8032627462883";"0,00306063591309296"
"177";"2007";"1";"26";"28";"0,000465232905339478";"6";"0,32134140829793";"23985,4892212777";"0,0367438520711703"
"180";"151";"0";"4";"5";"0,000197131924451072";"7";"0,296373488953731";"315,488140019056";"0,00778473415524511"
"184";"1306";"1";"27";"18";"0,000508897375461655";"6";"0,31619674464111";"11819,3464290958";"0,0446418817524826"
"185";"1488";"1";"9";"21";"0,00029550927589348";"6";"0,326476260446322";"17275,1142049552";"0,0214426799657439"
"188";"116";"0";"1";"3";"0,0000657303118174112";"7";"0,301118075554803";"34,6450780802041";"0,00174611272309085"
"192";"603";"1";"31";"13";"0,000670574817034993";"7";"0,312335266209805";"22400,3351412445";"0,0853095549958294"
"194";"83";"0";"2";"3";"0,0000738540048766089";"8";"0,263861055444222";"5,19647535610451";"0,00173787277917824"
"200";"51";"0";"1";"0";"0,0000794866585943655";"0";"0";"0";"0,00154905279641034"
"201";"51";"0";"1";"1";"0,0000585932426778356";"7";"0,260917431192661";"7,77983003118289";"0,00152518169070441"
"203";"1101";"1";"9";"37";"0,000343412382433549";"6";"0,339898651878765";"52270,0800681524";"0,0212660177744114"
"204";"1824";"1";"19";"16";"0,000430890188955985";"7";"0,309722948248824";"11716,4410807241";"0,0356747421132481"
"205";"372";"1";"4";"24";"0,000175959017367307";"6";"0,319005743000718";"18033,4674920168";"0,0105777268947625"
"207";"198";"0";"3";"5";"0,000159814666353895";"6";"0,315747402078337";"1544,70107051557";"0,0227921291410796"
"209";"31";"0";"1";"0";"0,0000381272327210816";"0";"0";"0";"0,000291900242114516"
"210";"81";"0";"1";"6";"0,0000488201953068813";"7";"0,278539528324062";"11072,6711511396";"0,000966425996898598"
"219";"2104";"1";"18";"16";"0,000516593191522798";"7";"0,308754559666493";"25880,1926078622";"0,0402805101162748"
"221";"126";"0";"0";"2";"0,0000311204305365192";"7";"0,296605221452999";"0";"0"
"222";"780";"1";"40";"6";"0,00111901493975928";"7";"0,294849465041055";"9946,41833317859";"0,0604350587965389"
"223";"911";"1";"17";"20";"0,000416463438862921";"7";"0,310020057556466";"48359,3804392134";"0,0411425104766115"
"224";"212";"0";"4";"7";"0,000137561753232036";"7";"0,297838471849866";"168,769406747734";"0,013433723052641"
"225";"188";"0";"2";"9";"0,000065004997011117";"7";"0,29448310139165";"5620,29355379323";"0,00161674635353661"
"226";"613";"1";"15";"27";"0,000285600512007204";"7";"0,322127582457412";"13006,4877911998";"0,021687451732625"
"228";"127";"0";"0";"3";"0,0000311204305365192";"7";"0,293544659072148";"0";"0"
"230";"121";"0";"3";"1";"0,0000952256386324888";"8";"0,215141612200436";"12,7197602235823";"0,000899118148779096"
"231";"3086";"1";"100";"37";"0,002555091876219";"6";"0,355428914217157";"185087,844766001";"0,207195304852034"
"233";"39";"0";"5";"7";"0,000140862616818491";"6";"0,322741715842034";"970,635894375434";"0,0127262480021926"
"234";"183";"0";"2";"4";"0,0000748634877411665";"7";"0,274305555555556";"0";"0,00223795204283939"
"235";"181";"0";"2";"0";"0,000123190832478234";"0";"0";"0";"0,000634695383951512"
"237";"199";"0";"2";"2";"0,0000652875694802426";"7";"0,260936582501468";"2,39037046737693";"0,000764343236861215"
"238";"1818";"1";"36";"61";"0,000830499519472924";"6";"0,364241803278689";"104020,864043276";"0,0711471022287204"
"239";"2067";"1";"40";"19";"0,000995632260538403";"6";"0,315663292488013";"57241,5305014942";"0,0936846074022252"
"243";"129";"0";"3";"7";"0,000158927465944509";"7";"0,31145961100403";"12241,8939299794";"0,0152308885839014"
"245";"277";"1";"4";"11";"0,00014405803035844";"6";"0,311978938130759";"15578,0710966774";"0,0119574329770559"
"246";"192";"0";"3";"8";"0,000112726608427846";"6";"0,320097244732577";"174,801929457654";"0,0171754434154761"
"249";"101";"0";"1";"0";"0,0000619277113196113";"0";"0";"0";"0,00062309485609033"
"250";"293";"1";"3";"13";"0,000137259114751161";"7";"0,308352849336456";"9626,76949563506";"0,00660149748429045"
"251";"676";"1";"13";"2";"0,000329068011270745";"7";"0,294190665342602";"540,098395858966";"0,0274128222825669"
"252";"149";"0";"0";"2";"0,0000311204305365192";"7";"0,265968586387435";"0";"0"
"258";"168";"0";"2";"8";"0,000102967275558186";"7";"0,286393297349553";"5635,97649420296";"0,00683754312447174"
"260";"109";"0";"1";"0";"0,0000950858651926462";"0";"0";"0";"0,0168620622660707"
"262";"176";"0";"4";"9";"0,00015605477451109";"7";"0,296893268748956";"18198,9935731217";"0,00830793401928592"
"263";"888";"1";"4";"33";"0,000196331740182723";"6";"0,339249928428285";"28112,1633981328";"0,0217037460118835"
"264";"41";"0";"1";"1";"0,0000373523368718953";"7";"0,253711104767342";"1,31368974094781";"0,000419049386918874"
"265";"38";"0";"1";"1";"0,0000585645527701949";"8";"0,235930448632864";"0";"0,000951039915113647"
"277";"1344";"1";"7";"4";"0,000269136243981917";"7";"0,288555194805195";"3770,22333902434";"0,0183004806433027"
"279";"1518";"1";"12";"10";"0,00025886590932236";"7";"0,296670282900776";"6865,81380408251";"0,0166422866640881"
"284";"393";"1";"13";"9";"0,000741782933286044";"7";"0,319722996672363";"8835,45474371588";"0,10010907562228"
"285";"69";"0";"2";"4";"0,0000594132061397893";"7";"0,251627972819932";"1,02059080400776";"0,00258790933784001"
"286";"41";"0";"0";"1";"0,0000311204305365192";"8";"0,223985890652557";"0";"0"
"288";"151";"0";"0";"2";"0,0000311204305365192";"7";"0,267791249341065";"0";"0"
"294";"101";"0";"1";"0";"0,0000337265770973863";"0";"0";"0";"0,000244794250290666"
"295";"36";"0";"1";"1";"0,0000540115649992974";"8";"0,23649547631719";"0";"0,000890651287100582"
"298";"101";"0";"7";"0";"0,000164716247005075";"0";"0";"0";"0,00986246984173549"
"299";"453";"1";"1";"11";"0,0000337265770973863";"7";"0,291878589007383";"0";"0,000244794250290666"
"301";"254";"1";"5";"11";"0,000106517323344364";"7";"0,316365578001246";"6649,90251746212";"0,00658902032484619"
"303";"774";"1";"6";"7";"0,000163220250921481";"7";"0,276589123161908";"13941,908828597";"0,0140955435290207"
"304";"163";"0";"0";"3";"0,0000311204305365192";"7";"0,312368236120871";"0";"0"
"307";"3814";"1";"68";"87";"0,00133745673350918";"6";"0,368355610817532";"137751,242999973";"0,108621409833026"
"308";"179";"0";"4";"5";"0,000152171610553784";"7";"0,286185799388182";"145,376817038272";"0,00734889399843146"
"312";"158";"0";"1";"1";"0,0000585645527701949";"8";"0,235930448632864";"0";"0,000951039915113647"
"313";"156";"0";"2";"0";"0,0000615453154919836";"0";"0";"0";"0,00389574200052784"
"314";"163";"0";"2";"2";"0,000093143298583109";"7";"0,274920733121955";"0";"0,00823324730345103"
"316";"146";"0";"1";"2";"0,000135447077088521";"7";"0,262807717897538";"0";"0,00816455213733518"
"318";"41";"0";"0";"4";"0,0000311204305365192";"7";"0,278596051394547";"0";"0"
"320";"173";"0";"2";"6";"0,0000848235970155452";"6";"0,316760224538893";"104,228066581061";"0,0126489580514152"
"321";"136";"0";"0";"2";"0,0000311204305365192";"7";"0,292988382631622";"0";"0"
"322";"76";"0";"1";"0";"0,0000363154522764511";"0";"0";"0";"0,000667986561442"
"324";"328";"1";"3";"12";"0,000107438112106183";"7";"0,307127429805616";"5835,33096092485";"0,00910921081498437"
"325";"101";"0";"0";"3";"0,0000311204305365192";"7";"0,279867779002046";"0";"0"
"327";"228";"1";"1";"5";"0,0000374945005479113";"7";"0,280056688449728";"0";"0,000244794250290666"
"331";"165";"0";"3";"0";"0,000122367064918302";"0";"0";"0";"0,00506153976589599"
"333";"59";"0";"0";"3";"0,0000311204305365192";"7";"0,275274810342158";"0";"0"
"336";"126";"0";"5";"2";"0,000180132824276038";"8";"0,255442983401595";"68,3199046407059";"0,00337812267114135"
"338";"1309";"1";"62";"66";"0,00172995054038418";"6";"0,363459768939781";"200428,959734996";"0,137655296114246"
"339";"129";"0";"1";"2";"0,0000430798822331372";"7";"0,261878453038674";"29,4546509157884";"0,0003322889794078"
"340";"530";"1";"4";"13";"0,000123678158601243";"7";"0,312885055447985";"20809,390008243";"0,00895473981847544"
"342";"81";"0";"3";"10";"0,000185037997129005";"7";"0,313409151018249";"7884,39267111386";"0,00829974519469159"
"344";"189";"0";"8";"0";"0,000365347909939386";"0";"0";"0";"0,0486903297860234"
"345";"111";"0";"0";"1";"0,0000311204305365192";"7";"0,285255896037221";"0";"0"
"349";"206";"0";"5";"3";"0,000148965043114355";"7";"0,293534803071588";"100,183252265627";"0,00851717741282181"
"352";"290";"1";"4";"8";"0,000202216092322154";"7";"0,294458709517104";"946,904184668562";"0,0182078487658738"
"355";"137";"0";"1";"0";"0,0000531241178901431";"0";"0";"0";"0,000559593616382039"
"359";"121";"0";"1";"19";"0,0000325778623115933";"6";"0,338957201410733";"0";"0,000244794250290666"
"364";"51";"0";"1";"0";"0,0000380366395968833";"0";"0";"0";"0,000254705928266681"
"367";"221";"1";"0";"2";"0,0000311204305365192";"8";"0,255551563061444";"0";"0"
"368";"827";"1";"16";"26";"0,000317776014954371";"6";"0,321486706456864";"16697,5651832963";"0,0267497875773745"
"370";"101";"0";"1";"0";"0,0000792002426755068";"0";"0";"0";"0,00435521731492241"
"374";"101";"0";"1";"0";"0,0000377335269424465";"0";"0";"0";"0,000234585940166365"
"377";"163";"0";"2";"3";"0,0000817932152330185";"7";"0,275666873449131";"0";"0,00274439654720618"
"380";"41";"0";"1";"1";"0,0000400950922497156";"7";"0,260917431192661";"0";"0,000357799836011668"
"381";"101";"0";"2";"0";"0,000096525050150613";"0";"0";"0";"0,00274511762642301"
"382";"38";"0";"0";"2";"0,0000311204305365192";"7";"0,265333532308611";"0";"0"
"387";"101";"0";"1";"0";"0,0000728068861841896";"0";"0";"0";"0,0122029254857321"
"389";"4911";"1";"111";"95";"0,00239744476214473";"6";"0,371628684925779";"293970,390889354";"0,166453865359145"
"392";"43";"0";"1";"1";"0,0000529286502312018";"8";"0,250546197758827";"0";"0,00146431446009803"
"393";"384";"1";"10";"29";"0,000378539105816549";"6";"0,335567302246555";"32471,7532865928";"0,0200320115025848"
"395";"111";"0";"2";"1";"0,0000757430515135759";"8";"0,237538420419618";"15,3145195279556";"0,00304340524302884"
"397";"534";"1";"4";"7";"0,0000753606642755763";"7";"0,269665478267466";"5572,21099320384";"0,00217711409690131"
"400";"190";"0";"6";"5";"0,000222660626718634";"7";"0,282748747315676";"256,834197876591";"0,0128029871038177"
"403";"166";"0";"1";"9";"0,0000343661223261074";"7";"0,285760205721633";"0";"0,000244794250290666"
"405";"133";"0";"2";"4";"0,0000867953133424883";"7";"0,269890677194048";"16,669423939941";"0,00377739521790711"
"407";"151";"0";"1";"1";"0,0000426930112005036";"7";"0,267012167643082";"0";"0,00153361437336651"
"408";"909";"1";"43";"67";"0,00165386433507739";"7";"0,372134408039359";"183295,482228232";"0,13975447269006"
"409";"146";"0";"3";"1";"0,0000752765226821159";"8";"0,272894757043064";"120,277391989603";"0,0032812857981632"
"410";"306";"1";"3";"19";"0,0000899132520389212";"7";"0,304940813175502";"12317,6712069229";"0,00116862932255906"
"411";"113";"0";"0";"2";"0,0000311204305365192";"7";"0,277270955165692";"0";"0"
"414";"153";"0";"3";"4";"0,000160277224133161";"7";"0,27189292543021";"823,260848361518";"0,0046950816590937"
"416";"152";"0";"2";"7";"0,000144156291907945";"7";"0,313796451584429";"52,6255350788661";"0,0133120560224427"
"420";"143";"0";"1";"2";"0,000135447077088521";"7";"0,263724035608309";"0";"0,00816455213733518"
"421";"163";"0";"0";"2";"0,0000311204305365192";"7";"0,260971671803904";"0";"0"
"422";"101";"0";"1";"0";"0,0000319832822565722";"0";"0";"0";"0,000244580801113421"
"423";"275";"1";"0";"1";"0,0000311204305365192";"7";"0,239978404643002";"0";"0"
"430";"7703";"1";"103";"63";"0,00275944930058772";"6";"0,334336499576789";"225912,798594244";"0,173046231385479"
"434";"71";"0";"0";"3";"0,0000311204305365192";"8";"0,257231703789413";"0";"0"
"437";"21";"0";"1";"1";"0,0000508721777659906";"7";"0,265258916579615";"0";"0,00276962390187738"
"438";"315";"1";"1";"6";"0,0000683512509090118";"7";"0,282861234882241";"5566,34285253476";"0,00347476513402786"
"440";"41";"0";"1";"0";"0,0000408035535819135";"0";"0";"0";"0,000291669578059625"
"444";"3120";"1";"59";"37";"0,00109139056981778";"7";"0,330421042847848";"56289,4720388498";"0,0875605314274669"
"445";"1464";"1";"13";"12";"0,00028922451374617";"6";"0,314796776764367";"12903,3277291029";"0,0157770064769892"
"447";"101";"0";"2";"0";"0,0000514134100855846";"0";"0";"0";"0,00103270105633476"
"451";"128";"0";"2";"1";"0,0000943125436772821";"7";"0,268241152946503";"3572,40463331503";"0,00184297720422015"
"452";"304";"1";"6";"2";"0,000164068622600229";"7";"0,273440504576571";"315,733222792241";"0,00806788202659253"
"455";"31";"0";"1";"1";"0,0000399378924110889";"7";"0,260933372468447";"95,0461274843806";"0,000234585940166365"
"456";"101";"0";"1";"0";"0,0000402713933541906";"0";"0";"0";"0,000292022008971722"
"460";"2145";"1";"122";"43";"0,00306369277996371";"7";"0,346322454943984";"187106,771059725";"0,180077571621426"
"461";"179";"0";"8";"10";"0,000275809220731126";"7";"0,319034371354213";"802,135243063977";"0,0234477646549784"
"462";"151";"0";"2";"2";"0,0000556231349627392";"7";"0,259618894648463";"1,909871413708";"0,000499796810705631"
"464";"176";"0";"1";"4";"0,0000395180153584541";"7";"0,302664056515448";"0";"0,000244794250290666"
"466";"443";"1";"3";"13";"0,0000867006832611081";"7";"0,299419338550871";"4124,91407406329";"0,00078784776601623"
"468";"91";"0";"1";"1";"0,0000508721777659906";"7";"0,265258916579615";"0";"0,00276962390187738"
"469";"161";"0";"2";"2";"0,00011887204523505";"7";"0,250581518291394";"0";"0,00377739521790711"
"471";"101";"0";"5";"0";"0,000143432412865647";"0";"0";"0";"0,00338713572055658"
"476";"580";"1";"17";"18";"0,000397750417372398";"6";"0,334651228466535";"15598,2235697695";"0,0440047870396282"
"478";"161";"0";"3";"3";"0,000120871553159504";"7";"0,300075968599645";"1280,51022902473";"0,0036998419415263"
"483";"61";"0";"0";"1";"0,0000311204305365192";"7";"0,262280572355805";"0";"0"
"485";"175";"0";"2";"7";"0,0000732307610567585";"7";"0,293437886917045";"72,8543299293688";"0,00376525204937393"
"489";"138";"0";"2";"3";"0,0000505909237241539";"7";"0,265017141153674";"18,8769117791791";"0,000500013242236945"
"491";"175";"0";"1";"5";"0,0000874401990977227";"6";"0,321254292427255";"0";"0,00737353600528047"
"492";"66";"0";"1";"0";"0,000036177478374038";"0";"0";"0";"0,000598519652685243"
"494";"138";"0";"1";"1";"0,000080076141095408";"7";"0,260898282694848";"0";"0,00594689183737115"
"496";"203";"0";"2";"7";"0,000049483009671158";"7";"0,307213822894168";"3618,86398334901";"0,000479380190457031"
"498";"280";"1";"2";"6";"0,0000607018240453484";"7";"0,30387212582272";"96,6565056419186";"0,00295062230695411"
"500";"1711";"1";"40";"35";"0,000698831745906925";"6";"0,345783484096878";"85815,1999428249";"0,0729132624966668"
"502";"143";"0";"1";"6";"0,0000362568168593035";"7";"0,296425893526618";"0";"0,000244794250290666"
"504";"313";"1";"3";"12";"0,000078765337882758";"6";"0,315719360568384";"11188,0888523177";"0,00573262267169779"
"506";"101";"0";"1";"0";"0,0000561930140707978";"0";"0";"0";"0,00190620834400254"
"507";"101";"0";"1";"0";"0,0000561930140707978";"0";"0";"0";"0,00190620834400254"
"508";"76";"0";"3";"3";"0,000127792848856355";"7";"0,26541735105271";"69,7712893498575";"0,0088430505966155"
"510";"1144";"1";"21";"13";"0,00055832807181093";"7";"0,316224871019392";"7855,19728588018";"0,0352199030434972"
"512";"31";"0";"1";"0";"0,0000380366395968833";"0";"0";"0";"0,000254705928266681"
"518";"35";"0";"1";"3";"0,0000728068861841896";"7";"0,298890196737851";"0";"0,0122029254857321"
"524";"223";"1";"3";"1";"0,0000980367024491657";"7";"0,292424117792218";"0";"0,0159187674467814"
"525";"101";"0";"1";"0";"0,0000534001832065426";"0";"0";"0";"0,00275046328529263"
"526";"521";"1";"6";"3";"0,000190354990975413";"7";"0,297141424272818";"5615,69712986051";"0,0265801461698814"
"527";"56";"0";"1";"0";"0,0000534001832065426";"0";"0";"0";"0,00275046328529263"
"528";"101";"0";"1";"0";"0,0000534001832065426";"0";"0";"0";"0,00275046328529263"
"530";"136";"0";"2";"2";"0,0000864643822419392";"7";"0,265834143423316";"158,284490199681";"0,00645412698638963"
"535";"3430";"1";"67";"35";"0,00114612285468496";"6";"0,330451756832125";"58572,7333341093";"0,0872749655093952"
"540";"2283";"1";"106";"59";"0,00258562261025469";"6";"0,371240601503759";"209406,336520848";"0,196000891346443"
"541";"119";"0";"2";"4";"0,0000866269842271623";"7";"0,276223776223776";"14,9312372429189";"0,0021944207022142"
