id;label;timeset;ex;indegree;outdegree;degree;weighted indegree;weighted outdegree;weighted degree;eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;modularity_class;pageranks;componentnumber;strongcompnum;clustering;eigencentrality
4983;4983;;0;1;1;2;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0;2.0730609915916526E-4;1;826;0.0;2.4479425029066515E-4
3657;3657;;1;20;37;57;61.0;99.0;160.0;6.0;0.35945399393326594;0.38540553211438927;36486.09498817505;5;8.27801842364661E-4;0;807;0.2347826063632965;0.10688809324635769
4989;4989;;0;0;9;9;0.0;10.0;10.0;6.0;0.32789454277286134;0.3475447474463506;0.0;17;3.112043053651886E-5;0;828;0.3472222089767456;0.0
17273;17273;;0;0;3;3;0.0;7.0;7.0;7.0;0.3110294760780198;0.3281194761369154;0.0;17;3.112043053651886E-5;0;829;0.5;0.0
17275;17275;;0;1;1;2;1.0;1.0;2.0;8.0;0.24374357216318135;0.25209597481749885;22.980925771331183;7;6.82186955689546E-5;0;807;0.0;0.001914927043985594
3672;3672;;0;1;2;3;1.0;2.0;3.0;8.0;0.2572896317198466;0.2666810621886607;0.0;5;5.412252213277356E-5;0;830;0.5;2.4479425029066515E-4
3673;3673;;0;2;1;3;2.0;1.0;3.0;8.0;0.22971051951408633;0.23667369901547558;59.09177651300302;4;5.0044973659520316E-5;0;807;0.0;0.002889946996297706
1011;1011;;0;1;6;7;1.0;6.0;7.0;7.0;0.28414994804571975;0.29772285848235913;11147.610999823763;4;8.05895217175153E-5;0;807;0.10000000149011612;0.005388103652418963
1010;1010;;0;0;3;3;0.0;3.0;3.0;7.0;0.28075161850623714;0.29423375649473094;0.0;4;3.112043053651886E-5;0;831;0.8333333134651184;0.0
17271;17271;;0;2;2;4;3.0;2.0;5.0;8.0;0.2726017943409248;0.28427734244190744;127.94201782680145;17;2.1974332422751037E-4;0;807;0.5;0.01378776751966042
1006;1006;;1;5;8;13;6.0;8.0;14.0;7.0;0.290014684287812;0.3039300783604648;14791.050888391914;4;1.2923511922417709E-4;0;807;0.0416666679084301;0.005597087718076706
1005;1005;;1;25;97;122;66.0;234.0;300.0;6.0;0.3736991485335856;0.4070511017346407;120774.34580346262;4;8.635951690713334E-4;0;807;0.11089108884334564;0.055118597379861134
1004;1004;;1;11;7;18;13.0;9.0;22.0;7.0;0.3143514015385976;0.3314071395084081;6601.200443108145;4;2.1389355703422354E-4;0;807;0.24725274741649628;0.021000965769300804
1003;1003;;0;2;8;10;2.0;10.0;12.0;7.0;0.29691806564770734;0.3115223360793037;2677.2508276318586;4;1.5154924612543257E-4;0;807;0.3035714328289032;0.008542817555561175
1001;1001;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;8.906606517444972E-5;0;543;0.0;0.001582530756543654
3664;3664;;0;2;4;6;6.0;12.0;18.0;7.0;0.3052812365822241;0.3204701627486485;59.15508442162977;5;8.416441783866703E-5;0;807;0.6666666865348816;0.0028987378649137385
3665;3665;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;14;4.445942305753204E-5;0;716;0.0;4.045248799410197E-4
4996;4996;;0;1;4;5;1.0;4.0;5.0;7.0;0.29278537308515895;0.3081648918357838;11062.0;5;5.223487770238038E-5;0;807;0.30000001192092896;9.240809466174994E-4
3668;3668;;0;0;1;1;0.0;1.0;1.0;7.0;0.2734543217471547;0.2847427553698719;0.0;13;3.112043053651886E-5;0;832;0.0;0.0
4999;4999;;0;1;1;2;2.0;1.0;3.0;7.0;0.2667917448405253;0.2774770611479541;0.0;5;7.30027693768535E-5;0;807;0.0;0.004338024717275464
17246;17246;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;13;3.9937892411088495E-5;0;833;0.0;2.345859401663645E-4
20894;20894;;0;0;2;2;0.0;3.0;3.0;8.0;0.28057440429225183;0.29350092399165123;0.0;17;3.112043053651886E-5;0;834;1.0;0.0
17247;17247;;0;1;1;2;1.0;1.0;2.0;8.0;0.2322922111866179;0.23993972272453745;0.0;7;7.324349524383993E-5;0;807;0.0;9.056711001775184E-4
3681;3681;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;10;9.209322481462423E-5;0;101;0.0;9.797775079262749E-4
20891;20891;;0;1;2;3;3.0;4.0;7.0;8.0;0.24839340597932383;0.2569630805077989;0.0;7;5.412252213277356E-5;0;835;0.5;2.4479425029066515E-4
3683;3683;;0;1;2;3;1.0;2.0;3.0;8.0;0.2221736414740787;0.22826017109121277;3556.0;4;9.01336844793692E-5;0;836;0.0;2.4479425029066515E-4
1021;1021;;0;1;1;2;1.0;1.0;2.0;7.0;0.2921117502054232;0.3067470363672957;0.0;14;5.5702602679948214E-5;0;807;1.0;0.005056296031808866
1020;1020;;0;1;3;4;1.0;3.0;4.0;7.0;0.30010130001688334;0.31349608197710005;217.79104338844644;4;7.280688618418866E-5;0;807;0.0;0.01220292548573203
20897;20897;;0;1;2;3;1.0;2.0;3.0;8.0;0.27579519006982156;0.2882857812604724;45.59582807532756;7;9.067335482247731E-5;0;807;0.5;0.00879035517649473
1019;1019;;0;2;0;2;5.0;0.0;5.0;0.0;0.0;0.0;0.0;4;7.068863288817508E-5;0;49;1.0;0.0029664932175553784
1017;1017;;0;2;0;2;2.0;0.0;2.0;0.0;0.0;0.0;0.0;14;8.90538901193559E-5;0;136;0.0;7.934233784430401E-4
1016;1016;;0;1;3;4;1.0;3.0;4.0;7.0;0.2691288882161508;0.2804642723231094;3556.000000000001;4;5.757281616022777E-5;0;837;0.1666666716337204;2.345859401663645E-4
1015;1015;;0;1;3;4;1.0;5.0;6.0;7.0;0.27846515270164446;0.29104665488243264;0.0;4;4.342387029172823E-5;0;838;0.6666666865348816;2.4479425029066515E-4
1014;1014;;0;1;1;2;1.0;1.0;2.0;7.0;0.26633203476176204;0.27694260263881165;0.0;4;6.856105689229233E-5;0;807;0.0;0.004723839618778254
1013;1013;;0;1;3;4;3.0;6.0;9.0;7.0;0.2684178743961353;0.2799741550163437;0.0;4;4.342387029172823E-5;0;839;0.5;2.4479425029066515E-4
3674;3674;;0;4;0;4;4.0;0.0;4.0;0.0;0.0;0.0;0.0;5;6.353470553759698E-5;0;188;0.0833333358168602;0.0019143958307272612
3677;3677;;0;1;10;11;1.0;12.0;13.0;7.0;0.30526948163405426;0.32104368314658316;0.0;5;3.401140188205071E-5;0;841;0.2777777910232544;2.4479425029066515E-4
17255;17255;;0;0;2;2;0.0;2.0;2.0;8.0;0.2328184317319021;0.23989015623117857;0.0;10;3.112043053651886E-5;0;843;0.0;0.0
17258;17258;;0;2;4;6;7.0;10.0;17.0;7.0;0.29876460206740063;0.31341370303396165;40.49130351990537;10;1.4637150200603883E-4;0;807;0.5833333134651184;0.003389732712838555
3695;3695;;0;1;1;2;1.0;1.0;2.0;9.0;0.18179495042420526;0.18513148676207536;0.0;4;6.942728767025112E-5;0;836;0.0;2.4479425029066515E-4
1033;1033;;0;2;5;7;2.0;6.0;8.0;7.0;0.2850384862091084;0.2971482151229057;5569.496712419885;4;7.219516217375595E-5;0;807;0.30000001192092896;0.001743384107906734
1032;1032;;0;1;3;4;1.0;4.0;5.0;7.0;0.2972408026755853;0.31125242783471185;175.53412122490434;4;7.280688618418866E-5;0;807;0.6666666865348816;0.01220292548573203
1031;1031;;0;2;3;5;3.0;3.0;6.0;7.0;0.26623230734666364;0.2776063224164553;198.1686118464751;4;1.0613735673975075E-4;0;807;0.1666666716337204;0.006604899576713169
1030;1030;;0;0;1;1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;4;3.112043053651886E-5;0;844;0.0;0.0
1027;1027;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;3.9937892411088495E-5;0;845;0.0;2.345859401663645E-4
1026;1026;;0;1;4;5;1.0;4.0;5.0;7.0;0.297001586903867;0.3110363436713325;0.0;4;3.951801535845371E-5;0;846;0.5;2.4479425029066515E-4
19887;19887;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7;8.614730325669246E-5;0;515;0.0;0.0029505589149897236
17225;17225;;0;0;7;7;0.0;7.0;7.0;7.0;0.3092711775961037;0.3256380898816256;0.0;17;3.112043053651886E-5;0;847;0.2857142984867096;0.0
19883;19883;;0;0;1;1;0.0;1.0;1.0;7.0;0.2895529679993486;0.3042209009588148;0.0;14;3.112043053651886E-5;0;848;0.0;0.0
19882;19882;;0;2;3;5;2.0;3.0;5.0;8.0;0.26024890190336747;0.26989451476793863;5531.0;7;1.2020568380324668E-4;0;807;0.5;0.0032475623680478793
1041;1041;;0;0;7;7;0.0;7.0;7.0;7.0;0.2837083133875858;0.2971958862285142;0.0;4;3.112043053651886E-5;0;849;0.1666666716337204;0.0
20879;20879;;0;1;3;4;1.0;3.0;4.0;7.0;0.2909165302782324;0.30370638269373146;14.13561006043671;7;5.275748062906099E-5;0;807;0.1666666716337204;4.7802659046884455E-4
1040;1040;;0;0;2;2;0.0;3.0;3.0;7.0;0.2846849731806901;0.29772818576250115;0.0;4;3.112043053651886E-5;0;850;1.0;0.0
20876;20876;;0;0;1;1;0.0;1.0;1.0;7.0;0.28033109972408354;0.29186954309283486;0.0;10;3.112043053651886E-5;0;851;0.0;0.0
20875;20875;;0;0;2;2;0.0;2.0;2.0;8.0;0.26480005957256686;0.27521057635653395;0.0;10;3.112043053651886E-5;0;852;0.5;0.0
1039;1039;;1;6;15;21;12.0;18.0;30.0;7.0;0.3002533783783784;0.31685285647311434;2269.344025470968;4;1.5447745814831495E-4;0;807;0.23333333432674408;0.008489467562736693
1038;1038;;0;1;4;5;2.0;4.0;6.0;7.0;0.27310440193592994;0.28543968923716506;9.13427463713505;4;6.835125090901101E-5;0;807;0.5;0.003474765134027844
1034;1034;;0;0;7;7;0.0;8.0;8.0;7.0;0.30713422007255137;0.3240304783330692;0.0;4;3.112043053651886E-5;0;853;0.5714285969734192;0.0
19889;19889;;0;0;1;1;0.0;2.0;2.0;8.0;0.24218483961043383;0.2504566393486579;0.0;17;3.112043053651886E-5;0;854;0.0;0.0
17226;17226;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7;3.6410907661260644E-5;0;855;0.0;2.345859401663645E-4
17235;17235;;0;0;2;2;0.0;2.0;2.0;7.0;0.293496203367448;0.30832462906423;0.0;7;3.112043053651886E-5;0;856;0.5;0.0
17236;17236;;0;2;3;5;2.0;5.0;7.0;7.0;0.2940933156849768;0.309597481749386;0.0;10;2.0035809810521463E-4;0;807;0.8333333134651184;0.010343340363655069
19897;19897;;0;2;6;8;6.0;17.0;23.0;7.0;0.3058064516129032;0.32225771884000165;484.16495942322507;10;1.8754939980540465E-4;0;807;0.5333333611488342;0.008904117609976283
17230;17230;;1;10;22;32;11.0;33.0;44.0;7.0;0.34133461353816613;0.3641798941798932;10286.118426765244;7;3.4414333014046666E-4;0;807;0.19692307710647583;0.013325910500253627
19891;19891;;0;0;1;1;0.0;1.0;1.0;8.0;0.2648395024949728;0.27540675719107255;0.0;10;3.112043053651886E-5;0;857;0.0;0.0
19894;19894;;1;26;14;40;32.0;22.0;54.0;7.0;0.32306434023991276;0.3426843480008055;33146.205930725555;10;5.04693617902167E-4;0;807;0.09090909361839294;0.015520224846231874
19893;19893;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7;6.517881108307308E-5;0;516;0.0;2.9700345305815556E-4
1055;1055;;0;3;2;5;3.0;2.0;5.0;7.0;0.28785425101214573;0.3018531913468686;403.66725349017304;4;1.9739717952600342E-4;0;807;0.3333333432674408;0.017965340302830046
1053;1053;;0;3;2;5;3.0;2.0;5.0;7.0;0.26091743119266053;0.272158596209235;114.82024211355481;4;9.028574264896703E-5;0;807;0.4166666567325592;0.0017222664634031699
1052;1052;;0;1;7;8;1.0;8.0;9.0;7.0;0.30097333897587814;0.315776822540045;0.0;4;3.542163198461256E-5;0;858;0.523809552192688;2.4479425029066515E-4
1051;1051;;1;3;11;14;3.0;13.0;16.0;7.0;0.30953417501088376;0.32701895385439994;16606.55444610084;4;8.751803290825677E-5;0;807;0.37272727489471436;0.006467430431246775
1050;1050;;0;2;1;3;2.0;2.0;4.0;8.0;0.24088629895649816;0.24805270912866387;2.2;4;4.524534837094283E-5;0;807;0.0;5.9948295177483E-4
20887;20887;;0;0;1;1;0.0;1.0;1.0;7.0;0.2866817155756208;0.29868096845037967;0.0;13;3.112043053651886E-5;0;859;0.0;0.0
1049;1049;;1;5;7;12;5.0;8.0;13.0;6.0;0.31760922004824443;0.33554149085794893;938.6032835478503;4;1.1343298835137158E-4;0;807;0.33636364340782166;0.007202553639425883
1048;1048;;0;3;7;10;6.0;12.0;18.0;7.0;0.2997976049924102;0.3148061080972527;263.05187967305534;4;1.1565189976495187E-4;0;807;0.4761904776096344;0.014147547909031258
1045;1045;;0;4;7;11;4.0;7.0;11.0;7.0;0.29003834543526147;0.3025939320876096;9315.946080472371;14;1.668914712293293E-4;0;807;0.2380952388048172;0.008365341528323583
17237;17237;;0;1;1;2;1.0;1.0;2.0;8.0;0.25372921276140176;0.2631203536266883;18.799469480561154;17;4.839497611844432E-5;0;807;0.0;2.533120448046552E-4
19899;19899;;0;11;7;18;24.0;14.0;38.0;7.0;0.33066691470560877;0.3503027258723468;5187.10646142387;17;5.86871887755457E-4;0;807;0.38461539149284363;0.04571473494534159
17239;17239;;0;12;15;27;35.0;32.0;67.0;7.0;0.32394751230180424;0.34353291808988123;5874.881365708676;7;5.814072052521324E-4;0;807;0.3104575276374817;0.05311028061152142
1064;1064;;0;0;1;1;0.0;1.0;1.0;7.0;0.23947740588591823;0.24638772831967887;0.0;4;3.112043053651886E-5;0;860;0.0;0.0
1061;1061;;1;3;16;19;6.0;24.0;30.0;6.0;0.326476260446322;0.34497890295358735;13032.25168437172;4;1.2816148184422468E-4;0;807;0.24166665971279144;0.017877358563699083
1060;1060;;0;3;1;4;4.0;1.0;5.0;7.0;0.2720593862401469;0.2837217868863514;31.10395310130919;4;6.554892531937854E-5;0;807;0.1666666716337204;0.0020014769308189326
1059;1059;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;4.342387029172823E-5;0;861;0.0;2.4479425029066515E-4
1058;1058;;0;1;3;4;1.0;3.0;4.0;7.0;0.26127515792566475;0.27182283090352294;0.0;4;4.342387029172823E-5;0;862;0.3333333432674408;2.4479425029066515E-4
1070;1070;;1;6;13;19;14.0;20.0;34.0;7.0;0.31622487101939156;0.33387047083249793;25185.231274121692;5;2.16766353303913E-4;0;807;0.23076923191547394;0.01799343744387195
1068;1068;;0;5;3;8;5.0;3.0;8.0;7.0;0.2976888293418188;0.3117473712410474;572.1787441225753;4;8.598445689826359E-5;0;807;0.1785714328289032;0.003165995586845689
1067;1067;;0;3;8;11;6.0;10.0;16.0;7.0;0.3078455143747835;0.32452950237760714;10.28413240190426;4;6.529842885860256E-5;0;807;0.6000000238418579;0.004150376551425883
1086;1086;;0;3;12;15;3.0;14.0;17.0;7.0;0.32041460117169895;0.33870403857745746;14304.346481285897;4;1.6848938607546724E-4;0;807;0.35606059432029724;0.011433929049611399
1084;1084;;0;2;0;2;2.0;0.0;2.0;0.0;0.0;0.0;0.0;4;1.115069418911055E-4;0;265;0.0;9.06668725605188E-4
1083;1083;;1;1;10;11;1.0;13.0;14.0;7.0;0.3099991282364223;0.32708634634956685;0.0;4;3.401140188205071E-5;0;863;0.5;2.4479425029066515E-4
1081;1081;;0;1;9;10;1.0;9.0;10.0;7.0;0.30512402368895375;0.32109972540352666;1527.8558777229518;4;9.508586519264505E-5;0;807;0.0694444477558136;0.016862062266070666
1079;1079;;0;2;3;5;4.0;5.0;9.0;7.0;0.25324120245049153;0.2633326635858334;7.5793399760253415;4;6.388867083888555E-5;0;807;0.25;6.57759076454635E-4
9811;9811;;0;3;5;8;3.0;6.0;9.0;7.0;0.3001773199358271;0.3166083986337193;0.0;14;2.500666829688697E-4;0;807;0.8500000238418579;0.027492928412012806
1099;1099;;1;3;3;6;3.0;3.0;6.0;7.0;0.2798331234256927;0.292370906168382;3602.1890262732804;4;9.626474658911785E-5;0;807;0.25;8.231545277258103E-4
1098;1098;;0;0;3;3;0.0;3.0;3.0;7.0;0.2554566341183228;0.2648043309510481;0.0;5;3.112043053651886E-5;0;866;0.0;0.0
1097;1097;;1;12;6;18;14.0;11.0;25.0;7.0;0.30851340796667537;0.3247377938517222;3606.270560025594;4;2.4393461920987143E-4;0;807;0.17032967507839203;0.021968986938486892
1096;1096;;0;1;1;2;1.0;1.0;2.0;7.0;0.26637194665068187;0.27701292612685663;6.66330089338195;4;3.920710316510935E-5;0;807;0.0;3.988252973888661E-4
1095;1095;;1;9;13;22;18.0;25.0;43.0;7.0;0.3105617192277453;0.3273163217467054;32849.27413863087;10;1.638871989764675E-4;0;807;0.13970588147640228;0.007590104787756819
1092;1092;;0;1;1;2;1.0;1.0;2.0;8.0;0.2071557601538372;0.21231263813542756;0.0;4;1.0345139511930176E-4;0;807;0.0;3.4349362098998307E-4
9804;9804;;0;3;4;7;3.0;5.0;8.0;7.0;0.30124565714769935;0.31667001540419726;174.61210290611461;7;1.1881193961944835E-4;0;807;0.44999998807907104;0.009437532673956287
9801;9801;;0;1;2;3;1.0;2.0;3.0;7.0;0.25747159707648887;0.26724015632110615;43.58608698822617;13;5.074677602689712E-5;0;867;0.0;2.656557882333373E-4
9815;9815;;0;0;5;5;0.0;6.0;6.0;7.0;0.31707969334997327;0.3357584641953511;0.0;14;3.112043053651886E-5;0;869;0.6000000238418579;0.0
9812;9812;;0;1;6;7;2.0;7.0;9.0;7.0;0.3016627078384798;0.3180941668005825;0.0;14;3.6256816859303085E-5;0;870;0.46666666865348816;2.4479425029066515E-4
9817;9817;;0;1;2;3;1.0;2.0;3.0;7.0;0.2924000658002961;0.30760230393142357;0.0;14;9.508586519264505E-5;0;807;1.0;0.016862062266070666
9831;9831;;0;3;1;4;3.0;1.0;4.0;7.0;0.2838096758741817;0.2951771482151301;41.502713128351616;14;9.674750378614136E-5;0;807;0.0;0.007852318897323157
8500;8500;;0;3;9;12;9.0;23.0;32.0;6.0;0.32713720438023375;0.3462869198312245;2294.46745297263;17;1.8666692373596765E-4;0;807;0.4861111044883728;0.016427055437964393
200;200;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;7.948665859436464E-5;0;60;0.0;0.0015490527964103346
201;201;;0;1;1;2;1.0;1.0;2.0;7.0;0.26091743119266053;0.272158596209235;7.779830031182891;4;5.859324267783493E-5;0;807;0.5;0.001525181690704405
203;203;;1;9;37;46;14.0;53.0;67.0;6.0;0.3398986518787647;0.36353023909985765;52270.08006815241;4;3.434123824335453E-4;0;807;0.15647226572036743;0.021266017774411332
204;204;;1;19;16;35;42.0;35.0;77.0;7.0;0.30972294824882385;0.326200522403058;11716.441080724026;4;4.308901889559796E-4;0;807;0.2769230902194977;0.035674742113247976
205;205;;1;4;24;28;7.0;33.0;40.0;6.0;0.3190057430007179;0.33894983591186206;18033.467492016796;4;1.7595901736730478E-4;0;807;0.16307692229747772;0.010577726894762428
207;207;;0;3;5;8;7.0;5.0;12.0;6.0;0.31574740207833735;0.33285513361462926;1544.701070515573;4;1.5981466635389262E-4;0;807;0.2666666805744171;0.02279212914107954
209;209;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;3.8127232721081226E-5;0;123;0.0;2.9190024211451555E-4
9829;9829;;1;113;34;147;159.0;69.0;228.0;7.0;0.3369029567854435;0.3618451543767992;124525.48574043135;10;0.002308585374743629;0;807;0.04596656933426857;0.14713114562831184
9828;9828;;0;2;4;6;4.0;6.0;10.0;7.0;0.30343120518948447;0.3190395820775611;276.1308553646733;14;1.2018259903932347E-4;0;807;0.5833333134651184;0.017469796947694894
8513;8513;;0;1;2;3;1.0;2.0;3.0;7.0;0.289920078290654;0.304723729154115;0.0;14;5.2020348768154446E-5;0;807;1.0;7.429469193318786E-4
8510;8510;;0;1;0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5;3.7733526942446084E-5;0;871;0.0;2.345859401663645E-4
8511;8511;;0;1;4;5;6.0;13.0;19.0;7.0;0.30568211123527894;0.32301542664310173;0.0;14;3.951801535845371E-5;0;872;0.75;2.4479425029066515E-4
9842;9842;;0;5;6;11;5.0;10.0;15.0;7.0;0.29136955987214164;0.3052655548858143;246.38326959299664;14;1.9043562232395658E-4;0;807;0.375;0.01732621868665137
210;210;;0;1;6;7;1.0;6.0;7.0;7.0;0.27853952832406176;0.29235483222825687;11072.671151139588;4;4.88201953068808E-5;0;807;0.1428571492433548;9.66425996898595E-4
8505;8505;;0;0;1;1;0.0;1.0;1.0;7.0;0.28033109972408354;0.29186954309283486;0.0;10;3.112043053651886E-5;0;873;0.0;0.0
219;219;;1;18;16;34;33.0;37.0;70.0;7.0;0.30875455966649296;0.32565266894381195;25880.19260786214;4;5.165931915227921E-4;0;807;0.2523076832294464;0.04028051011627466
8503;8503;;0;1;4;5;1.0;4.0;5.0;7.0;0.2885317750182615;0.30096644564999653;5546.665420371624;14;7.545507505192134E-5;0;807;0.25;0.0043472255137573705
9834;9834;;0;3;6;9;13.0;21.0;34.0;7.0;0.3186626030835425;0.33605317795191425;9.023317328714105;10;1.1078574940210385E-4;0;807;0.800000011920929;0.005468314176832262
8504;8504;;0;0;4;4;0.0;4.0;4.0;8.0;0.263266967655984;0.27402472656198373;0.0;5;3.112043053651886E-5;0;874;0.0;0.0
9835;9835;;0;2;6;8;5.0;6.0;11.0;7.0;0.29924242424242425;0.3141544437747019;5548.951265493905;14;1.417949343068234E-4;0;807;0.5;0.011698550578465078
8509;8509;;0;2;6;8;3.0;8.0;11.0;7.0;0.2773659982835297;0.289607527961966;9084.374396987983;14;1.5742681859154986E-4;0;807;0.30000001192092896;6.105613256501408E-4
9838;9838;;0;0;2;2;0.0;2.0;2.0;7.0;0.30636684759197036;0.3241121645508631;0.0;14;3.112043053651886E-5;0;875;1.0;0.0
8523;8523;;0;0;3;3;0.0;3.0;3.0;7.0;0.2995872989135012;0.31435265137823987;0.0;10;3.112043053651886E-5;0;877;0.3333333432674408;0.0
