Source;Target;Type;id;label;timeset;weight;relation
8840;9208;Directed;3774;;;1.0;1.0
8333;948;Directed;3775;;;1.0;2.0
5032;5032;Directed;3776;;;1.0;1.0
1590;3935;Directed;3777;;;1.0;2.0
5148;19657;Directed;3778;;;2.0;2.0
115;3632;Directed;3779;;;1.0;1.0
16109;14970;Directed;3780;;;2.0;2.0
14660;5198;Directed;3781;;;2.0;2.0
577;1586;Directed;3782;;;1.0;1.0
20638;3553;Directed;3783;;;1.0;2.0
23438;23438;Directed;3784;;;1.0;0.0
15942;3624;Directed;3785;;;1.0;2.0
5851;11841;Directed;3786;;;2.0;1.0
8177;8101;Directed;3787;;;2.0;0.0
389;5247;Directed;3788;;;1.0;2.0
14932;3340;Directed;3789;;;1.0;2.0
14946;20326;Directed;3790;;;1.0;2.0
3340;5484;Directed;3791;;;2.0;2.0
115;3624;Directed;3792;;;4.0;1.0
577;1590;Directed;3793;;;6.0;1.0
4328;4422;Directed;3794;;;1.0;0.0
17488;16651;Directed;3795;;;4.0;2.0
6228;4747;Directed;3796;;;2.0;1.0
3310;3247;Directed;3797;;;1.0;2.0
3269;852;Directed;3798;;;1.0;2.0
223;6;Directed;3799;;;1.0;1.0
6061;17163;Directed;3800;;;1.0;2.0
3258;3258;Directed;3801;;;6.0;0.0
16788;21842;Directed;3802;;;1.0;0.0
22711;22729;Directed;3803;;;2.0;0.0
13496;14869;Directed;3804;;;1.0;2.0
8161;19438;Directed;3805;;;1.0;2.0
20019;3553;Directed;3806;;;1.0;2.0
6061;17126;Directed;3807;;;1.0;1.0
13163;12909;Directed;3808;;;1.0;2.0
739;6;Directed;3809;;;2.0;2.0
9447;3624;Directed;3810;;;1.0;2.0
1373;3827;Directed;3811;;;2.0;1.0
4633;57;Directed;3812;;;1.0;2.0
10045;9731;Directed;3813;;;1.0;1.0
4026;4026;Directed;3814;;;5.0;0.0
16638;15453;Directed;3815;;;1.0;0.0
9943;13493;Directed;3816;;;1.0;2.0
9943;13496;Directed;3817;;;3.0;1.0
9772;3340;Directed;3818;;;1.0;2.0
18677;4108;Directed;3819;;;1.0;2.0
115;3615;Directed;3820;;;1.0;1.0
15307;4747;Directed;3821;;;1.0;2.0
103;6;Directed;3822;;;1.0;1.0
62;422;Directed;3823;;;1.0;2.0
14564;14564;Directed;3824;;;2.0;0.0
4108;5909;Directed;3825;;;1.0;2.0
19636;12877;Directed;3826;;;1.0;2.0
1041;1325;Directed;3827;;;1.0;2.0
19818;4833;Directed;3828;;;1.0;1.0
20594;1640;Directed;3829;;;1.0;2.0
4108;5910;Directed;3830;;;1.0;2.0
3624;15370;Directed;3831;;;5.0;2.0
5054;15695;Directed;3832;;;2.0;2.0
14973;14916;Directed;3833;;;1.0;2.0
4833;2999;Directed;3834;;;1.0;1.0
5198;3624;Directed;3835;;;5.0;1.0
9282;9282;Directed;3836;;;1.0;0.0
22694;21798;Directed;3837;;;1.0;2.0
8101;4109;Directed;3838;;;1.0;2.0
4740;3971;Directed;3839;;;1.0;2.0
12985;12985;Directed;3840;;;2.0;0.0
8101;4108;Directed;3841;;;1.0;2.0
16172;6307;Directed;3842;;;1.0;2.0
22732;540;Directed;3843;;;1.0;2.0
19101;18914;Directed;3844;;;1.0;0.0
4481;4481;Directed;3845;;;1.0;0.0
4108;5922;Directed;3846;;;1.0;1.0
16985;14970;Directed;3847;;;1.0;2.0
22874;8186;Directed;3848;;;1.0;2.0
3164;3632;Directed;3849;;;1.0;2.0
900;1389;Directed;3850;;;1.0;0.0
5198;3615;Directed;3851;;;2.0;1.0
13488;6289;Directed;3852;;;1.0;2.0
9956;3703;Directed;3853;;;1.0;2.0
3272;3272;Directed;3854;;;1.0;0.0
1873;1854;Directed;3855;;;1.0;0.0
14633;11841;Directed;3856;;;2.0;2.0
15125;14826;Directed;3857;;;1.0;2.0
5321;4136;Directed;3858;;;1.0;0.0
4108;5924;Directed;3859;;;1.0;1.0
6726;925;Directed;3860;;;1.0;2.0
960;115;Directed;3861;;;1.0;2.0
15162;14826;Directed;3862;;;1.0;2.0
5762;11841;Directed;3863;;;1.0;1.0
1437;1320;Directed;3864;;;1.0;2.0
13098;13098;Directed;3865;;;4.0;0.0
1916;1836;Directed;3866;;;1.0;2.0
14701;14701;Directed;3867;;;1.0;0.0
21818;13496;Directed;3868;;;2.0;2.0
1368;5909;Directed;3869;;;2.0;2.0
13496;14826;Directed;3870;;;1.0;1.0
16848;3340;Directed;3871;;;1.0;2.0
3798;1306;Directed;3872;;;2.0;1.0
8570;948;Directed;3873;;;3.0;1.0
5049;5771;Directed;3874;;;1.0;2.0
1710;67;Directed;3875;;;1.0;1.0
10401;11657;Directed;3876;;;1.0;1.0
6003;6003;Directed;3877;;;11.0;1.0
20559;5198;Directed;3878;;;1.0;2.0
19073;19073;Directed;3879;;;16.0;1.0
9834;9268;Directed;3880;;;1.0;2.0
5933;3632;Directed;3881;;;2.0;2.0
14846;14552;Directed;3882;;;1.0;2.0
5729;4833;Directed;3883;;;1.0;1.0
12;1176;Directed;3884;;;1.0;1.0
22659;11657;Directed;3885;;;1.0;2.0
18844;2999;Directed;3886;;;1.0;2.0
4108;21798;Directed;3887;;;2.0;1.0
3347;3059;Directed;3888;;;1.0;1.0
1584;69;Directed;3889;;;1.0;1.0
14750;5862;Directed;3890;;;1.0;1.0
359;3059;Directed;3891;;;1.0;2.0
18905;5669;Directed;3892;;;1.0;1.0
10104;9829;Directed;3893;;;3.0;1.0
15872;9943;Directed;3894;;;1.0;2.0
14657;14657;Directed;3895;;;2.0;0.0
3119;3119;Directed;3896;;;1.0;1.0
3751;1136;Directed;3897;;;1.0;1.0
9375;4747;Directed;3898;;;3.0;2.0
62;462;Directed;3899;;;1.0;2.0
22255;19080;Directed;3900;;;1.0;0.0
1498;1483;Directed;3901;;;3.0;0.0
651;12;Directed;3902;;;1.0;2.0
3615;4527;Directed;3903;;;1.0;2.0
21325;3340;Directed;3904;;;1.0;2.0
1451;1231;Directed;3905;;;1.0;1.0
17392;9943;Directed;3906;;;1.0;2.0
3841;1853;Directed;3907;;;1.0;2.0
9268;9385;Directed;3908;;;2.0;2.0
18714;4833;Directed;3909;;;1.0;2.0
3632;524;Directed;3910;;;1.0;1.0
3632;526;Directed;3911;;;1.0;1.0
19761;5144;Directed;3912;;;1.0;2.0
16452;3340;Directed;3913;;;1.0;2.0
680;1231;Directed;3914;;;3.0;1.0
1448;3632;Directed;3915;;;1.0;2.0
739;3460;Directed;3916;;;1.0;2.0
11829;14849;Directed;3917;;;1.0;1.0
8644;948;Directed;3918;;;2.0;2.0
8592;8517;Directed;3919;;;1.0;1.0
5819;15878;Directed;3920;;;1.0;2.0
6110;5005;Directed;3921;;;1.0;2.0
14973;14973;Directed;3922;;;3.0;0.0
16730;16730;Directed;3923;;;4.0;1.0
1597;1597;Directed;3924;;;2.0;1.0
1576;1441;Directed;3925;;;1.0;2.0
5144;6576;Directed;3926;;;4.0;1.0
6726;6009;Directed;3927;;;2.0;1.0
1590;10456;Directed;3928;;;1.0;1.0
3632;518;Directed;3929;;;1.0;2.0
3751;3751;Directed;3930;;;2.0;1.0
13231;13231;Directed;3931;;;1.0;0.0
15290;5144;Directed;3932;;;1.0;2.0
20589;9943;Directed;3933;;;1.0;2.0
19507;20053;Directed;3934;;;1.0;2.0
9207;9207;Directed;3935;;;1.0;0.0
1809;10401;Directed;3936;;;1.0;1.0
14587;13418;Directed;3937;;;1.0;2.0
10056;10056;Directed;3938;;;2.0;0.0
22625;3340;Directed;3939;;;1.0;2.0
3632;500;Directed;3940;;;1.0;1.0
1011;1757;Directed;3941;;;1.0;2.0
4306;3632;Directed;3942;;;1.0;2.0
22033;15940;Directed;3943;;;1.0;1.0
22383;9943;Directed;3944;;;1.0;2.0
19019;9943;Directed;3945;;;1.0;2.0
3989;740;Directed;3946;;;1.0;2.0
1757;9268;Directed;3947;;;1.0;1.0
5356;3971;Directed;3948;;;1.0;2.0
18858;19160;Directed;3949;;;1.0;0.0
8319;8186;Directed;3950;;;1.0;2.0
5018;5144;Directed;3951;;;1.0;1.0
13100;948;Directed;3952;;;2.0;2.0
9020;16326;Directed;3953;;;1.0;1.0
14587;13409;Directed;3954;;;1.0;2.0
3894;17325;Directed;3955;;;1.0;0.0
5005;554;Directed;3956;;;1.0;1.0
15807;15807;Directed;3957;;;10.0;1.0
17236;6307;Directed;3958;;;2.0;2.0
3232;3232;Directed;3959;;;1.0;0.0
9547;16070;Directed;3960;;;1.0;0.0
597;3340;Directed;3961;;;1.0;2.0
146;1535;Directed;3962;;;1.0;2.0
14741;6061;Directed;3963;;;1.0;2.0
19073;22628;Directed;3964;;;1.0;1.0
9662;9662;Directed;3965;;;4.0;0.0
279;16080;Directed;3966;;;1.0;2.0
657;4101;Directed;3967;;;1.0;2.0
23386;23386;Directed;3968;;;1.0;0.0
19073;22635;Directed;3969;;;1.0;2.0
13177;14946;Directed;3970;;;1.0;2.0
19412;19894;Directed;3971;;;1.0;2.0
16667;12877;Directed;3972;;;1.0;1.0
4108;3340;Directed;3973;;;97.0;1.0
8276;8276;Directed;3974;;;1.0;0.0
4791;3632;Directed;3975;;;1.0;2.0
21194;13067;Directed;3976;;;1.0;0.0
14949;1306;Directed;3977;;;1.0;2.0
15513;15510;Directed;3978;;;1.0;0.0
15513;15513;Directed;3979;;;1.0;0.0
1373;1231;Directed;3980;;;2.0;1.0
11605;20256;Directed;3981;;;1.0;2.0
6114;12877;Directed;3982;;;3.0;2.0
4821;4821;Directed;3983;;;22.0;1.0
1368;3340;Directed;3984;;;6.0;1.0
6124;17105;Directed;3985;;;1.0;2.0
107;28;Directed;3986;;;1.0;1.0
15295;16933;Directed;3987;;;1.0;0.0
5552;1320;Directed;3988;;;1.0;2.0
107;25;Directed;3989;;;2.0;1.0
3632;554;Directed;3990;;;4.0;1.0
13193;11631;Directed;3991;;;1.0;2.0
3247;115;Directed;3992;;;2.0;1.0
18885;4833;Directed;3993;;;1.0;2.0
20863;9943;Directed;3994;;;3.0;1.0
3340;5431;Directed;3995;;;2.0;2.0
5819;5148;Directed;3996;;;1.0;2.0
8423;8809;Directed;3997;;;1.0;2.0
146;1517;Directed;3998;;;1.0;1.0
23504;22057;Directed;3999;;;3.0;2.0
1874;115;Directed;4000;;;1.0;2.0
148;4086;Directed;4001;;;1.0;2.0
1041;748;Directed;4002;;;1.0;0.0
8101;6703;Directed;4003;;;2.0;2.0
5755;15486;Directed;4004;;;1.0;2.0
10520;10456;Directed;4005;;;1.0;2.0
3970;1590;Directed;4006;;;1.0;1.0
1041;740;Directed;4007;;;1.0;2.0
314;307;Directed;4008;;;1.0;2.0
3632;540;Directed;4009;;;1.0;1.0
3989;9583;Directed;4010;;;1.0;0.0
8516;11736;Directed;4011;;;1.0;2.0
15476;948;Directed;4012;;;1.0;2.0
112;746;Directed;4013;;;2.0;2.0
3632;543;Directed;4014;;;3.0;2.0
7971;5754;Directed;4015;;;2.0;2.0
10014;9124;Directed;4016;;;1.0;2.0
112;740;Directed;4017;;;1.0;1.0
146;1522;Directed;4018;;;2.0;1.0
12886;3340;Directed;4019;;;1.0;2.0
3461;6306;Directed;4020;;;1.0;0.0
19867;16651;Directed;4021;;;2.0;2.0
757;757;Directed;4022;;;2.0;0.0
12909;14852;Directed;4023;;;1.0;1.0
14946;19307;Directed;4024;;;1.0;2.0
3553;12877;Directed;4025;;;5.0;1.0
8552;8552;Directed;4026;;;4.0;1.0
21158;3624;Directed;4027;;;1.0;2.0
5700;19650;Directed;4028;;;2.0;1.0
6563;842;Directed;4029;;;1.0;2.0
3632;535;Directed;4030;;;6.0;1.0
1458;1458;Directed;4031;;;5.0;0.0
112;750;Directed;4032;;;1.0;2.0
4007;4582;Directed;4033;;;1.0;0.0
9373;3971;Directed;4034;;;1.0;2.0
3615;6422;Directed;4035;;;4.0;1.0
673;4547;Directed;4036;;;1.0;1.0
17046;17046;Directed;4037;;;2.0;0.0
5489;5489;Directed;4038;;;2.0;0.0
14518;5144;Directed;4039;;;1.0;2.0
18860;948;Directed;4040;;;2.0;1.0
15504;10104;Directed;4041;;;1.0;2.0
22305;22305;Directed;4042;;;2.0;0.0
1859;1320;Directed;4043;;;1.0;2.0
561;561;Directed;4044;;;21.0;1.0
160;160;Directed;4045;;;1.0;0.0
4237;1590;Directed;4046;;;1.0;2.0
4971;4108;Directed;4047;;;1.0;1.0
4971;4109;Directed;4048;;;1.0;1.0
4746;1320;Directed;4049;;;1.0;2.0
203;3241;Directed;4050;;;1.0;2.0
1827;740;Directed;4051;;;1.0;1.0
16295;9829;Directed;4052;;;1.0;2.0
15556;13072;Directed;4053;;;2.0;2.0
23563;23563;Directed;4054;;;3.0;0.0
20384;20385;Directed;4055;;;1.0;0.0
408;3340;Directed;4056;;;3.0;1.0
8845;9458;Directed;4057;;;1.0;2.0
745;649;Directed;4058;;;1.0;2.0
11807;3340;Directed;4059;;;1.0;2.0
673;4556;Directed;4060;;;1.0;2.0
4717;3887;Directed;4061;;;1.0;1.0
5700;69;Directed;4062;;;1.0;1.0
5008;19493;Directed;4063;;;3.0;1.0
4772;1584;Directed;4064;;;1.0;2.0
22172;8630;Directed;4065;;;3.0;0.0
15566;15561;Directed;4066;;;2.0;0.0
5038;5754;Directed;4067;;;2.0;2.0
14552;14970;Directed;4068;;;1.0;1.0
21281;21281;Directed;4069;;;2.0;0.0
10239;948;Directed;4070;;;1.0;2.0
13238;13239;Directed;4071;;;1.0;2.0
21015;21204;Directed;4072;;;1.0;0.0
1175;112;Directed;4073;;;1.0;2.0
6271;6271;Directed;4074;;;1.0;0.0
13238;13238;Directed;4075;;;14.0;1.0
948;8527;Directed;4076;;;1.0;2.0
9490;9776;Directed;4077;;;1.0;0.0
6195;9268;Directed;4078;;;4.0;1.0
21196;4747;Directed;4079;;;1.0;2.0
9787;5144;Directed;4080;;;1.0;2.0
22666;22601;Directed;4081;;;1.0;0.0
14815;15878;Directed;4082;;;3.0;1.0
22053;10456;Directed;4083;;;1.0;2.0
14641;14538;Directed;4084;;;1.0;0.0
8500;13093;Directed;4085;;;1.0;2.0
10104;948;Directed;4086;;;1.0;1.0
9317;5144;Directed;4087;;;1.0;2.0
1284;1290;Directed;4088;;;1.0;0.0
16452;5144;Directed;4089;;;1.0;2.0
3804;5669;Directed;4090;;;1.0;1.0
5700;19217;Directed;4091;;;1.0;2.0
9583;4821;Directed;4092;;;1.0;2.0
19454;2999;Directed;4093;;;1.0;1.0
8059;4747;Directed;4094;;;2.0;2.0
8257;14629;Directed;4095;;;1.0;2.0
4557;4747;Directed;4096;;;1.0;2.0
15566;15566;Directed;4097;;;3.0;0.0
16709;9943;Directed;4098;;;1.0;2.0
13238;15874;Directed;4099;;;1.0;2.0
23172;14946;Directed;4100;;;1.0;2.0
3761;1320;Directed;4101;;;1.0;2.0
6835;8015;Directed;4102;;;1.0;2.0
16691;16691;Directed;4103;;;3.0;0.0
10401;15795;Directed;4104;;;1.0;2.0
19308;4108;Directed;4105;;;1.0;2.0
1136;3615;Directed;4106;;;1.0;1.0
13238;13219;Directed;4107;;;2.0;2.0
16041;3827;Directed;4108;;;1.0;1.0
28;798;Directed;4109;;;1.0;1.0
1452;57;Directed;4110;;;2.0;2.0
5213;4108;Directed;4111;;;1.0;2.0
3340;1128;Directed;4112;;;1.0;2.0
112;207;Directed;4113;;;2.0;2.0
13292;5148;Directed;4114;;;1.0;2.0
21645;20392;Directed;4115;;;1.0;0.0
13181;11841;Directed;4116;;;1.0;2.0
11575;9943;Directed;4117;;;1.0;2.0
561;12877;Directed;4118;;;3.0;1.0
14552;9943;Directed;4119;;;4.0;1.0
9950;3624;Directed;4120;;;2.0;2.0
13238;15867;Directed;4121;;;1.0;2.0
15510;15511;Directed;4122;;;1.0;0.0
15510;15510;Directed;4123;;;1.0;0.0
112;219;Directed;4124;;;1.0;1.0
15510;15513;Directed;4125;;;1.0;0.0
6887;4108;Directed;4126;;;1.0;1.0
3340;3775;Directed;4127;;;1.0;2.0
13119;16299;Directed;4128;;;1.0;2.0
8569;6511;Directed;4129;;;1.0;2.0
3122;3122;Directed;4130;;;2.0;0.0
16854;15695;Directed;4131;;;1.0;2.0
14735;3703;Directed;4132;;;2.0;1.0
13127;12909;Directed;4133;;;1.0;2.0
6062;3827;Directed;4134;;;1.0;2.0
5083;3631;Directed;4135;;;2.0;1.0
1590;1486;Directed;4136;;;1.0;1.0
9762;1590;Directed;4137;;;1.0;2.0
5700;19260;Directed;4138;;;1.0;2.0
460;9943;Directed;4139;;;5.0;1.0
1289;231;Directed;4140;;;1.0;1.0
16468;9943;Directed;4141;;;3.0;2.0
112;223;Directed;4142;;;1.0;1.0
8161;6811;Directed;4143;;;1.0;1.0
22791;22364;Directed;4144;;;3.0;2.0
15199;6003;Directed;4145;;;1.0;2.0
20331;4108;Directed;4146;;;1.0;2.0
4080;4080;Directed;4147;;;1.0;0.0
9612;9612;Directed;4148;;;1.0;0.0
1167;6422;Directed;4149;;;1.0;1.0
1373;15051;Directed;4150;;;1.0;1.0
1590;1472;Directed;4151;;;3.0;1.0
14998;10456;Directed;4152;;;1.0;2.0
4370;1629;Directed;4153;;;1.0;0.0
14500;16866;Directed;4154;;;1.0;2.0
19593;19568;Directed;4155;;;1.0;0.0
15122;6307;Directed;4156;;;1.0;2.0
3059;10045;Directed;4157;;;1.0;1.0
14616;3624;Directed;4158;;;1.0;2.0
10062;19493;Directed;4159;;;1.0;2.0
21535;16299;Directed;4160;;;1.0;2.0
1916;107;Directed;4161;;;4.0;1.0
1413;8517;Directed;4162;;;2.0;1.0
3632;1368;Directed;4163;;;1.0;1.0
4003;3971;Directed;4164;;;1.0;2.0
408;5917;Directed;4165;;;1.0;1.0
5318;11841;Directed;4166;;;1.0;2.0
3557;806;Directed;4167;;;1.0;2.0
4447;57;Directed;4168;;;1.0;2.0
4747;8186;Directed;4169;;;2.0;1.0
20945;10456;Directed;4170;;;1.0;2.0
1361;5198;Directed;4171;;;1.0;2.0
4108;11581;Directed;4172;;;5.0;2.0
21354;3340;Directed;4173;;;1.0;2.0
5013;5762;Directed;4174;;;2.0;2.0
577;1756;Directed;4175;;;2.0;1.0
9731;9731;Directed;4176;;;3.0;1.0
9658;5144;Directed;4177;;;1.0;2.0
8494;8494;Directed;4178;;;1.0;0.0
13404;16866;Directed;4179;;;1.0;2.0
1843;10456;Directed;4180;;;2.0;2.0
16787;16787;Directed;4181;;;1.0;0.0
1916;115;Directed;4182;;;1.0;1.0
12993;4747;Directed;4183;;;1.0;1.0
21015;21281;Directed;4184;;;1.0;0.0
9767;13187;Directed;4185;;;1.0;2.0
414;192;Directed;4186;;;1.0;2.0
4826;10456;Directed;4187;;;1.0;2.0
3952;4579;Directed;4188;;;2.0;1.0
6422;1368;Directed;4189;;;3.0;1.0
16310;4108;Directed;4190;;;1.0;2.0
6058;3776;Directed;4191;;;1.0;2.0
8879;668;Directed;4192;;;1.0;2.0
185;5198;Directed;4193;;;2.0;1.0
21595;19468;Directed;4194;;;1.0;1.0
6647;17400;Directed;4195;;;1.0;2.0
21537;3340;Directed;4196;;;1.0;2.0
23486;23467;Directed;4197;;;1.0;0.0
5563;5958;Directed;4198;;;1.0;2.0
4152;3624;Directed;4199;;;1.0;2.0
4003;3998;Directed;4200;;;1.0;0.0
15448;14826;Directed;4201;;;1.0;2.0
5700;806;Directed;4202;;;1.0;1.0
19910;19913;Directed;4203;;;1.0;0.0
17105;13496;Directed;4204;;;2.0;2.0
6114;14551;Directed;4205;;;1.0;2.0
23258;23258;Directed;4206;;;3.0;0.0
577;1739;Directed;4207;;;1.0;2.0
3292;307;Directed;4208;;;1.0;2.0
3248;69;Directed;4209;;;1.0;2.0
17615;6061;Directed;4210;;;1.0;2.0
11652;5018;Directed;4211;;;1.0;1.0
3664;1306;Directed;4212;;;3.0;2.0
1916;137;Directed;4213;;;2.0;1.0
10470;5144;Directed;4214;;;1.0;2.0
15757;15757;Directed;4215;;;1.0;0.0
5700;6380;Directed;4216;;;1.0;1.0
20156;20156;Directed;4217;;;1.0;0.0
3632;1339;Directed;4218;;;1.0;2.0
3261;69;Directed;4219;;;1.0;1.0
4717;14701;Directed;4220;;;1.0;2.0
11566;3340;Directed;4221;;;1.0;2.0
9471;11841;Directed;4222;;;2.0;1.0
3340;3703;Directed;4223;;;14.0;1.0
16788;16667;Directed;4224;;;2.0;2.0
15503;8186;Directed;4225;;;1.0;2.0
21818;21818;Directed;4226;;;1.0;0.0
8260;8260;Directed;4227;;;2.0;0.0
1916;166;Directed;4228;;;1.0;1.0
25;4533;Directed;4229;;;1.0;2.0
14669;14669;Directed;4230;;;2.0;0.0
4108;1602;Directed;4231;;;3.0;2.0
3776;5005;Directed;4232;;;1.0;1.0
4881;4108;Directed;4233;;;1.0;2.0
5391;6511;Directed;4234;;;1.0;2.0
9891;1590;Directed;4235;;;1.0;2.0
5026;4108;Directed;4236;;;1.0;2.0
9455;9101;Directed;4237;;;1.0;2.0
5054;3597;Directed;4238;;;1.0;0.0
8835;13094;Directed;4239;;;7.0;1.0
19593;19593;Directed;4240;;;5.0;0.0
14855;10456;Directed;4241;;;1.0;2.0
16788;16651;Directed;4242;;;2.0;2.0
4425;3624;Directed;4243;;;1.0;2.0
9943;4971;Directed;4244;;;1.0;1.0
17615;15878;Directed;4245;;;1.0;2.0
1450;5762;Directed;4246;;;2.0;1.0
4457;948;Directed;4247;;;1.0;2.0
6419;5922;Directed;4248;;;2.0;2.0
6422;1320;Directed;4249;;;1.0;1.0
16284;19614;Directed;4250;;;1.0;2.0
28;3053;Directed;4251;;;2.0;1.0
158;806;Directed;4252;;;1.0;1.0
8980;9943;Directed;4253;;;3.0;2.0
8550;5784;Directed;4254;;;1.0;2.0
6967;20323;Directed;4255;;;1.0;2.0
13495;19432;Directed;4256;;;1.0;2.0
1284;1250;Directed;4257;;;1.0;2.0
16454;16454;Directed;4258;;;3.0;0.0
4449;5144;Directed;4259;;;1.0;2.0
1061;15966;Directed;4260;;;1.0;1.0
6682;6682;Directed;4261;;;3.0;0.0
540;1368;Directed;4262;;;2.0;1.0
8733;5762;Directed;4263;;;1.0;2.0
203;5825;Directed;4264;;;1.0;2.0
16436;9943;Directed;4265;;;1.0;2.0
8853;1799;Directed;4266;;;1.0;2.0
84;1906;Directed;4267;;;1.0;1.0
6;5144;Directed;4268;;;2.0;1.0
8619;5922;Directed;4269;;;1.0;2.0
8966;1320;Directed;4270;;;1.0;2.0
5198;3703;Directed;4271;;;2.0;1.0
6892;10456;Directed;4272;;;1.0;2.0
3632;3952;Directed;4273;;;3.0;1.0
668;8570;Directed;4274;;;1.0;1.0
13417;6289;Directed;4275;;;1.0;2.0
6548;5851;Directed;4276;;;1.0;1.0
18914;3340;Directed;4277;;;1.0;2.0
8849;6511;Directed;4278;;;1.0;2.0
86;4579;Directed;4279;;;3.0;1.0
4108;1640;Directed;4280;;;1.0;1.0
8424;6928;Directed;4281;;;1.0;1.0
4637;107;Directed;4282;;;1.0;2.0
12939;5144;Directed;4283;;;3.0;1.0
1428;1320;Directed;4284;;;2.0;2.0
16822;5198;Directed;4285;;;1.0;2.0
19371;5198;Directed;4286;;;1.0;2.0
21222;19507;Directed;4287;;;2.0;2.0
17204;3340;Directed;4288;;;2.0;2.0
23401;22415;Directed;4289;;;1.0;2.0
19894;16651;Directed;4290;;;5.0;1.0
3839;4108;Directed;4291;;;1.0;2.0
3317;3317;Directed;4292;;;1.0;0.0
21646;19277;Directed;4293;;;1.0;2.0
9450;5144;Directed;4294;;;1.0;2.0
4747;948;Directed;4295;;;1.0;1.0
5168;5168;Directed;4296;;;1.0;0.0
540;1306;Directed;4297;;;1.0;1.0
5005;8568;Directed;4298;;;1.0;2.0
13336;5366;Directed;4299;;;1.0;2.0
4170;4170;Directed;4300;;;1.0;0.0
8424;6918;Directed;4301;;;1.0;1.0
14946;17271;Directed;4302;;;1.0;2.0
6726;4108;Directed;4303;;;2.0;1.0
21718;4108;Directed;4304;;;3.0;2.0
3632;1315;Directed;4305;;;1.0;2.0
8290;4108;Directed;4306;;;4.0;2.0
1110;1590;Directed;4307;;;1.0;1.0
6524;6511;Directed;4308;;;1.0;2.0
3317;3340;Directed;4309;;;1.0;2.0
1664;1122;Directed;4310;;;2.0;2.0
14834;766;Directed;4311;;;1.0;1.0
16041;16428;Directed;4312;;;2.0;2.0
540;3971;Directed;4313;;;6.0;1.0
73;3631;Directed;4314;;;3.0;2.0
28;806;Directed;4315;;;1.0;1.0
14709;14698;Directed;4316;;;1.0;1.0
11826;3553;Directed;4317;;;1.0;2.0
15635;16651;Directed;4318;;;3.0;2.0
9788;3553;Directed;4319;;;1.0;2.0
3632;1320;Directed;4320;;;29.0;1.0
1110;1585;Directed;4321;;;1.0;1.0
3570;577;Directed;4322;;;1.0;1.0
3632;1306;Directed;4323;;;6.0;1.0
16460;22746;Directed;4324;;;1.0;2.0
20575;4108;Directed;4325;;;1.0;2.0
16854;6307;Directed;4326;;;1.0;2.0
5018;20399;Directed;4327;;;2.0;2.0
561;86;Directed;4328;;;1.0;1.0
6548;5862;Directed;4329;;;1.0;1.0
15574;8105;Directed;4330;;;1.0;2.0
540;1320;Directed;4331;;;11.0;1.0
17598;6307;Directed;4332;;;1.0;2.0
16777;15695;Directed;4333;;;3.0;2.0
3632;3970;Directed;4334;;;1.0;1.0
6563;6570;Directed;4335;;;1.0;2.0
18936;18936;Directed;4336;;;3.0;0.0
6563;6572;Directed;4337;;;1.0;2.0
6563;6571;Directed;4338;;;1.0;2.0
6563;6574;Directed;4339;;;1.0;2.0
8835;9665;Directed;4340;;;1.0;2.0
5700;6422;Directed;4341;;;10.0;1.0
14949;5198;Directed;4342;;;1.0;2.0
684;684;Directed;4343;;;3.0;0.0
16353;819;Directed;4344;;;1.0;2.0
4108;1688;Directed;4345;;;1.0;1.0
19073;4747;Directed;4346;;;1.0;1.0
5149;1306;Directed;4347;;;2.0;2.0
1161;4108;Directed;4348;;;1.0;2.0
11619;23045;Directed;4349;;;1.0;0.0
6563;6566;Directed;4350;;;1.0;2.0
6563;6569;Directed;4351;;;1.0;2.0
11767;5144;Directed;4352;;;1.0;2.0
6563;6563;Directed;4353;;;2.0;1.0
16849;18958;Directed;4354;;;1.0;2.0
5249;6061;Directed;4355;;;1.0;2.0
10401;540;Directed;4356;;;1.0;1.0
86;14552;Directed;4357;;;3.0;1.0
12939;5198;Directed;4358;;;3.0;1.0
3382;740;Directed;4359;;;1.0;1.0
4819;5198;Directed;4360;;;4.0;2.0
28;5754;Directed;4361;;;1.0;1.0
4108;11657;Directed;4362;;;1.0;1.0
15109;21070;Directed;4363;;;1.0;2.0
9904;9904;Directed;4364;;;2.0;0.0
18817;3340;Directed;4365;;;2.0;2.0
258;658;Directed;4366;;;1.0;2.0
5168;5156;Directed;4367;;;1.0;2.0
4108;11652;Directed;4368;;;2.0;1.0
4013;1231;Directed;4369;;;1.0;2.0
17096;2999;Directed;4370;;;1.0;2.0
6629;6786;Directed;4371;;;3.0;2.0
3700;1306;Directed;4372;;;1.0;2.0
5563;3340;Directed;4373;;;2.0;1.0
146;19277;Directed;4374;;;1.0;1.0
15051;87;Directed;4375;;;1.0;1.0
22057;14905;Directed;4376;;;1.0;1.0
20958;19894;Directed;4377;;;1.0;2.0
1869;3827;Directed;4378;;;1.0;2.0
4108;11647;Directed;4379;;;1.0;2.0
3336;10384;Directed;4380;;;1.0;2.0
5168;5144;Directed;4381;;;1.0;2.0
8198;8198;Directed;4382;;;1.0;1.0
4378;6684;Directed;4383;;;1.0;0.0
548;82;Directed;4384;;;1.0;2.0
684;691;Directed;4385;;;1.0;2.0
561;43;Directed;4386;;;1.0;1.0
15583;14552;Directed;4387;;;1.0;2.0
