Source;Target;Type;id;label;timeset;weight;relation
806;3775;Directed;11991;;;2.0;2.0
5971;3340;Directed;11992;;;1.0;1.0
4109;23016;Directed;11993;;;2.0;2.0
8840;20489;Directed;11994;;;1.0;2.0
2938;9943;Directed;11995;;;1.0;1.0
16759;3553;Directed;11996;;;1.0;2.0
5144;14852;Directed;11997;;;1.0;1.0
10144;3703;Directed;11998;;;1.0;2.0
6096;6096;Directed;11999;;;3.0;0.0
1639;5762;Directed;12000;;;1.0;2.0
18858;3553;Directed;12001;;;2.0;2.0
6912;3340;Directed;12002;;;2.0;2.0
17300;17367;Directed;12003;;;2.0;0.0
5529;5529;Directed;12004;;;1.0;0.0
21565;21565;Directed;12005;;;1.0;0.0
3615;8015;Directed;12006;;;2.0;1.0
9478;5144;Directed;12007;;;1.0;2.0
22285;19099;Directed;12008;;;1.0;2.0
86;8804;Directed;12009;;;9.0;1.0
22458;3624;Directed;12010;;;1.0;2.0
177;219;Directed;12011;;;1.0;1.0
973;973;Directed;12012;;;5.0;1.0
1590;6202;Directed;12013;;;1.0;1.0
21405;3624;Directed;12014;;;1.0;2.0
13219;11639;Directed;12015;;;1.0;0.0
1853;3624;Directed;12016;;;2.0;1.0
6129;8105;Directed;12017;;;1.0;2.0
17480;1590;Directed;12018;;;2.0;1.0
1757;5794;Directed;12019;;;2.0;2.0
4711;3624;Directed;12020;;;1.0;2.0
203;1427;Directed;12021;;;1.0;1.0
9320;9320;Directed;12022;;;1.0;0.0
5862;11736;Directed;12023;;;2.0;1.0
1853;3615;Directed;12024;;;1.0;1.0
806;3743;Directed;12025;;;1.0;2.0
1303;115;Directed;12026;;;2.0;1.0
19517;6324;Directed;12027;;;1.0;0.0
10513;10513;Directed;12028;;;1.0;0.0
1853;3632;Directed;12029;;;2.0;1.0
8835;5198;Directed;12030;;;1.0;1.0
17615;4747;Directed;12031;;;1.0;2.0
843;925;Directed;12032;;;1.0;0.0
10294;10294;Directed;12033;;;34.0;1.0
5853;3340;Directed;12034;;;1.0;2.0
3703;15940;Directed;12035;;;1.0;1.0
6811;6811;Directed;12036;;;2.0;1.0
5516;5516;Directed;12037;;;1.0;0.0
8991;540;Directed;12038;;;1.0;2.0
19928;14815;Directed;12039;;;2.0;2.0
19494;3340;Directed;12040;;;2.0;2.0
6422;8034;Directed;12041;;;1.0;1.0
4036;69;Directed;12042;;;1.0;1.0
4660;3624;Directed;12043;;;1.0;2.0
22946;19468;Directed;12044;;;1.0;2.0
307;828;Directed;12045;;;1.0;2.0
1032;867;Directed;12046;;;1.0;0.0
680;12950;Directed;12047;;;1.0;2.0
307;827;Directed;12048;;;2.0;1.0
14574;11841;Directed;12049;;;1.0;2.0
5893;5919;Directed;12050;;;1.0;0.0
20599;1590;Directed;12051;;;1.0;2.0
16460;19203;Directed;12052;;;1.0;1.0
17617;9943;Directed;12053;;;3.0;1.0
13149;11841;Directed;12054;;;1.0;2.0
307;826;Directed;12055;;;1.0;2.0
22355;4108;Directed;12056;;;1.0;2.0
9059;8060;Directed;12057;;;3.0;0.0
18914;21861;Directed;12058;;;1.0;0.0
15789;15793;Directed;12059;;;1.0;0.0
1368;8186;Directed;12060;;;1.0;1.0
19421;16651;Directed;12061;;;3.0;2.0
6136;17473;Directed;12062;;;2.0;2.0
303;9644;Directed;12063;;;1.0;2.0
843;948;Directed;12064;;;1.0;2.0
8711;3340;Directed;12065;;;1.0;2.0
6330;1231;Directed;12066;;;1.0;1.0
10294;4802;Directed;12067;;;2.0;2.0
806;3725;Directed;12068;;;1.0;2.0
4168;13338;Directed;12069;;;1.0;1.0
11630;16651;Directed;12070;;;1.0;2.0
948;16651;Directed;12071;;;12.0;1.0
1373;307;Directed;12072;;;1.0;1.0
6678;3340;Directed;12073;;;2.0;2.0
177;251;Directed;12074;;;1.0;1.0
16973;948;Directed;12075;;;1.0;2.0
9725;5198;Directed;12076;;;1.0;2.0
15272;22601;Directed;12077;;;6.0;2.0
8835;5144;Directed;12078;;;17.0;1.0
16371;15695;Directed;12079;;;1.0;2.0
8517;3632;Directed;12080;;;2.0;1.0
1186;389;Directed;12081;;;1.0;2.0
1864;9583;Directed;12082;;;1.0;0.0
14587;6307;Directed;12083;;;2.0;1.0
84;3632;Directed;12084;;;3.0;1.0
389;13187;Directed;12085;;;1.0;1.0
3624;11841;Directed;12086;;;1.0;1.0
23537;4108;Directed;12087;;;4.0;2.0
6928;6928;Directed;12088;;;1.0;1.0
8517;3624;Directed;12089;;;1.0;1.0
4497;1853;Directed;12090;;;1.0;2.0
1005;1906;Directed;12091;;;1.0;1.0
11526;5198;Directed;12092;;;1.0;2.0
17480;16651;Directed;12093;;;1.0;1.0
16368;4833;Directed;12094;;;1.0;2.0
1290;1306;Directed;12095;;;1.0;2.0
17300;17300;Directed;12096;;;3.0;0.0
2962;262;Directed;12097;;;1.0;0.0
5262;5262;Directed;12098;;;1.0;0.0
10294;4821;Directed;12099;;;1.0;1.0
586;4922;Directed;12100;;;1.0;2.0
8063;1843;Directed;12101;;;1.0;0.0
16542;15878;Directed;12102;;;1.0;2.0
6422;460;Directed;12103;;;1.0;1.0
4795;5144;Directed;12104;;;1.0;1.0
9722;69;Directed;12105;;;1.0;2.0
22581;22497;Directed;12106;;;1.0;0.0
6449;6449;Directed;12107;;;1.0;0.0
5594;5148;Directed;12108;;;1.0;2.0
14997;12909;Directed;12109;;;1.0;2.0
6783;3340;Directed;12110;;;1.0;2.0
15494;15051;Directed;12111;;;2.0;2.0
5594;5144;Directed;12112;;;2.0;2.0
6576;3632;Directed;12113;;;1.0;1.0
414;754;Directed;12114;;;1.0;2.0
4993;18848;Directed;12115;;;1.0;0.0
948;3474;Directed;12116;;;1.0;2.0
22678;3340;Directed;12117;;;1.0;2.0
1693;4342;Directed;12118;;;1.0;0.0
22255;9523;Directed;12119;;;1.0;2.0
19690;20565;Directed;12120;;;1.0;1.0
6202;8290;Directed;12121;;;1.0;2.0
9523;3340;Directed;12122;;;2.0;1.0
1241;4199;Directed;12123;;;1.0;2.0
6576;3624;Directed;12124;;;2.0;1.0
19727;67;Directed;12125;;;1.0;2.0
10294;4840;Directed;12126;;;1.0;1.0
8789;540;Directed;12127;;;1.0;2.0
8124;14629;Directed;12128;;;3.0;1.0
866;4108;Directed;12129;;;2.0;2.0
10490;4833;Directed;12130;;;1.0;1.0
4579;57;Directed;12131;;;1.0;1.0
1306;6165;Directed;12132;;;1.0;2.0
5879;3340;Directed;12133;;;1.0;2.0
9944;9101;Directed;12134;;;1.0;2.0
3703;15966;Directed;12135;;;1.0;1.0
17417;16651;Directed;12136;;;9.0;2.0
4138;19493;Directed;12137;;;1.0;2.0
5203;4108;Directed;12138;;;1.0;2.0
59;172;Directed;12139;;;3.0;1.0
1894;460;Directed;12140;;;1.0;2.0
4860;5148;Directed;12141;;;1.0;2.0
4795;5121;Directed;12142;;;1.0;2.0
1633;3906;Directed;12143;;;1.0;0.0
389;1719;Directed;12144;;;1.0;2.0
5168;6307;Directed;12145;;;1.0;2.0
8913;5144;Directed;12146;;;2.0;2.0
9569;5144;Directed;12147;;;2.0;2.0
5762;9418;Directed;12148;;;1.0;2.0
1231;5049;Directed;12149;;;1.0;2.0
9077;8570;Directed;12150;;;1.0;2.0
13072;14630;Directed;12151;;;1.0;1.0
4860;5144;Directed;12152;;;3.0;2.0
9834;5755;Directed;12153;;;7.0;2.0
8699;3340;Directed;12154;;;1.0;2.0
14905;13292;Directed;12155;;;1.0;2.0
4671;3340;Directed;12156;;;1.0;2.0
13072;14629;Directed;12157;;;1.0;1.0
18879;18868;Directed;12158;;;3.0;0.0
15162;9943;Directed;12159;;;1.0;2.0
19915;3340;Directed;12160;;;1.0;2.0
1524;3340;Directed;12161;;;1.0;2.0
790;1122;Directed;12162;;;1.0;1.0
9943;21971;Directed;12163;;;1.0;2.0
4079;4079;Directed;12164;;;1.0;0.0
476;69;Directed;12165;;;1.0;1.0
18796;9943;Directed;12166;;;2.0;2.0
307;1441;Directed;12167;;;3.0;1.0
20085;5148;Directed;12168;;;1.0;2.0
19638;3703;Directed;12169;;;1.0;2.0
5018;14815;Directed;12170;;;1.0;1.0
8290;3340;Directed;12171;;;4.0;2.0
18879;18879;Directed;12172;;;8.0;0.0
3347;540;Directed;12173;;;1.0;1.0
19118;1306;Directed;12174;;;1.0;2.0
1458;14552;Directed;12175;;;1.0;2.0
19240;19240;Directed;12176;;;1.0;0.0
9943;9828;Directed;12177;;;1.0;2.0
4795;14629;Directed;12178;;;1.0;1.0
5700;1231;Directed;12179;;;1.0;1.0
14998;948;Directed;12180;;;1.0;2.0
6851;6851;Directed;12181;;;1.0;0.0
1843;6;Directed;12182;;;1.0;2.0
15862;3340;Directed;12183;;;5.0;1.0
6665;3340;Directed;12184;;;2.0;2.0
15136;14735;Directed;12185;;;6.0;1.0
3553;4747;Directed;12186;;;4.0;1.0
540;1807;Directed;12187;;;1.0;2.0
11661;9943;Directed;12188;;;1.0;2.0
9910;4108;Directed;12189;;;1.0;1.0
9910;4109;Directed;12190;;;2.0;1.0
133;6380;Directed;12191;;;1.0;1.0
2938;9910;Directed;12192;;;1.0;1.0
15933;5144;Directed;12193;;;2.0;2.0
1480;284;Directed;12194;;;1.0;1.0
15307;14946;Directed;12195;;;1.0;2.0
19430;3615;Directed;12196;;;1.0;2.0
1079;430;Directed;12197;;;2.0;2.0
464;69;Directed;12198;;;2.0;2.0
3553;13196;Directed;12199;;;3.0;2.0
611;1153;Directed;12200;;;1.0;2.0
16041;6061;Directed;12201;;;1.0;1.0
8809;5851;Directed;12202;;;3.0;1.0
6140;19650;Directed;12203;;;1.0;2.0
1367;1360;Directed;12204;;;1.0;2.0
1578;6875;Directed;12205;;;3.0;2.0
5198;9804;Directed;12206;;;1.0;2.0
16705;11620;Directed;12207;;;1.0;0.0
9943;11736;Directed;12208;;;4.0;1.0
6967;6967;Directed;12209;;;2.0;1.0
1367;1367;Directed;12210;;;3.0;1.0
17469;1590;Directed;12211;;;1.0;2.0
5005;3776;Directed;12212;;;1.0;1.0
1368;3394;Directed;12213;;;1.0;1.0
19160;4833;Directed;12214;;;1.0;2.0
8435;8809;Directed;12215;;;1.0;1.0
819;13081;Directed;12216;;;1.0;2.0
948;115;Directed;12217;;;9.0;1.0
866;307;Directed;12218;;;1.0;2.0
852;6132;Directed;12219;;;2.0;1.0
4753;14826;Directed;12220;;;1.0;2.0
6433;948;Directed;12221;;;1.0;2.0
1591;69;Directed;12222;;;1.0;2.0
1231;3198;Directed;12223;;;1.0;2.0
15496;15878;Directed;12224;;;1.0;2.0
9911;9829;Directed;12225;;;1.0;2.0
20298;20298;Directed;12226;;;1.0;0.0
4339;4101;Directed;12227;;;1.0;2.0
14905;8835;Directed;12228;;;1.0;1.0
1916;4228;Directed;12229;;;1.0;1.0
15470;6307;Directed;12230;;;1.0;2.0
9811;6061;Directed;12231;;;2.0;2.0
307;1486;Directed;12232;;;1.0;1.0
1562;3340;Directed;12233;;;1.0;2.0
15383;1306;Directed;12234;;;2.0;2.0
14741;16489;Directed;12235;;;1.0;0.0
6194;8552;Directed;12236;;;1.0;1.0
9788;9788;Directed;12237;;;2.0;0.0
10463;6511;Directed;12238;;;1.0;2.0
9676;4747;Directed;12239;;;1.0;2.0
10433;948;Directed;12240;;;4.0;2.0
359;10456;Directed;12241;;;1.0;2.0
22324;12877;Directed;12242;;;1.0;2.0
3258;3952;Directed;12243;;;2.0;2.0
20739;20739;Directed;12244;;;3.0;0.0
16235;16235;Directed;12245;;;4.0;0.0
22300;5144;Directed;12246;;;1.0;2.0
6514;6787;Directed;12247;;;1.0;0.0
21553;15051;Directed;12248;;;1.0;2.0
10064;5144;Directed;12249;;;1.0;2.0
15338;16620;Directed;12250;;;2.0;0.0
6228;6228;Directed;12251;;;3.0;1.0
15880;15881;Directed;12252;;;1.0;0.0
8790;8787;Directed;12253;;;1.0;0.0
947;798;Directed;12254;;;1.0;1.0
20204;3340;Directed;12255;;;1.0;2.0
17427;12877;Directed;12256;;;1.0;1.0
15399;14735;Directed;12257;;;3.0;2.0
608;9219;Directed;12258;;;1.0;2.0
6624;6422;Directed;12259;;;1.0;2.0
9539;6307;Directed;12260;;;1.0;2.0
5851;15878;Directed;12261;;;2.0;1.0
948;107;Directed;12262;;;1.0;1.0
10318;10318;Directed;12263;;;1.0;0.0
4717;86;Directed;12264;;;1.0;1.0
14759;11841;Directed;12265;;;1.0;2.0
972;389;Directed;12266;;;1.0;2.0
5035;14701;Directed;12267;;;1.0;0.0
9958;3827;Directed;12268;;;1.0;2.0
3645;10001;Directed;12269;;;1.0;2.0
9944;10257;Directed;12270;;;1.0;2.0
510;806;Directed;12271;;;2.0;1.0
86;8101;Directed;12272;;;1.0;2.0
20057;14869;Directed;12273;;;2.0;0.0
238;219;Directed;12274;;;1.0;1.0
14979;9943;Directed;12275;;;2.0;2.0
11630;3952;Directed;12276;;;1.0;2.0
818;1710;Directed;12277;;;1.0;1.0
20758;4108;Directed;12278;;;3.0;1.0
8051;8051;Directed;12279;;;3.0;0.0
6208;1757;Directed;12280;;;1.0;2.0
3258;1320;Directed;12281;;;1.0;2.0
16013;5755;Directed;12282;;;1.0;2.0
3264;948;Directed;12283;;;2.0;2.0
15933;10456;Directed;12284;;;1.0;2.0
5144;16651;Directed;12285;;;4.0;1.0
1387;3632;Directed;12286;;;1.0;1.0
19073;8202;Directed;12287;;;1.0;1.0
6298;4108;Directed;12288;;;1.0;2.0
21889;18860;Directed;12289;;;1.0;2.0
84;5444;Directed;12290;;;1.0;2.0
15747;3340;Directed;12291;;;1.0;2.0
5719;3615;Directed;12292;;;1.0;2.0
948;166;Directed;12293;;;3.0;1.0
207;5144;Directed;12294;;;1.0;2.0
238;204;Directed;12295;;;1.0;1.0
10132;6307;Directed;12296;;;1.0;2.0
510;810;Directed;12297;;;1.0;1.0
546;349;Directed;12298;;;1.0;0.0
21460;14826;Directed;12299;;;1.0;2.0
3609;3609;Directed;12300;;;2.0;0.0
16906;10456;Directed;12301;;;1.0;2.0
16855;21354;Directed;12302;;;1.0;0.0
3813;192;Directed;12303;;;1.0;2.0
14506;14932;Directed;12304;;;3.0;0.0
1350;740;Directed;12305;;;1.0;2.0
510;826;Directed;12306;;;1.0;2.0
16882;3193;Directed;12307;;;1.0;2.0
975;4617;Directed;12308;;;1.0;2.0
84;5434;Directed;12309;;;1.0;2.0
238;238;Directed;12310;;;15.0;1.0
20512;15695;Directed;12311;;;1.0;2.0
9101;18959;Directed;12312;;;1.0;2.0
4108;5144;Directed;12313;;;16.0;1.0
17400;17400;Directed;12314;;;4.0;1.0
23529;1640;Directed;12315;;;1.0;2.0
6132;2956;Directed;12316;;;1.0;2.0
3952;8106;Directed;12317;;;1.0;2.0
304;5144;Directed;12318;;;1.0;2.0
6176;4108;Directed;12319;;;1.0;2.0
1763;1590;Directed;12320;;;2.0;1.0
238;222;Directed;12321;;;1.0;1.0
4006;3841;Directed;12322;;;1.0;0.0
602;87;Directed;12323;;;1.0;1.0
4321;69;Directed;12324;;;1.0;2.0
6918;9421;Directed;12325;;;1.0;2.0
15131;14946;Directed;12326;;;1.0;2.0
1320;9906;Directed;12327;;;1.0;1.0
16284;231;Directed;12328;;;1.0;2.0
21341;3624;Directed;12329;;;1.0;2.0
1739;1826;Directed;12330;;;1.0;0.0
18905;4108;Directed;12331;;;3.0;1.0
4108;5164;Directed;12332;;;1.0;2.0
19159;18860;Directed;12333;;;2.0;2.0
1231;3112;Directed;12334;;;1.0;2.0
5530;3971;Directed;12335;;;3.0;2.0
4436;4168;Directed;12336;;;1.0;2.0
20808;3553;Directed;12337;;;2.0;2.0
3906;3340;Directed;12338;;;1.0;2.0
5232;5762;Directed;12339;;;1.0;2.0
19454;16651;Directed;12340;;;3.0;1.0
12876;3703;Directed;12341;;;1.0;2.0
19493;5144;Directed;12342;;;1.0;1.0
133;115;Directed;12343;;;1.0;1.0
15338;784;Directed;12344;;;4.0;2.0
1590;6268;Directed;12345;;;3.0;1.0
10304;13310;Directed;12346;;;1.0;2.0
16931;4108;Directed;12347;;;2.0;2.0
9943;21139;Directed;12348;;;2.0;2.0
6802;9943;Directed;12349;;;4.0;2.0
23206;20392;Directed;12350;;;1.0;0.0
3553;15796;Directed;12351;;;1.0;2.0
9138;12972;Directed;12352;;;1.0;0.0
19409;9943;Directed;12353;;;1.0;2.0
806;561;Directed;12354;;;1.0;1.0
15022;12972;Directed;12355;;;1.0;0.0
8279;4108;Directed;12356;;;1.0;2.0
1809;5762;Directed;12357;;;1.0;1.0
5144;4840;Directed;12358;;;3.0;1.0
16809;16809;Directed;12359;;;2.0;0.0
3798;806;Directed;12360;;;1.0;1.0
1432;1306;Directed;12361;;;1.0;2.0
9569;3632;Directed;12362;;;1.0;2.0
22033;22731;Directed;12363;;;1.0;2.0
9561;9561;Directed;12364;;;1.0;0.0
3893;3864;Directed;12365;;;1.0;2.0
8186;69;Directed;12366;;;1.0;1.0
883;1853;Directed;12367;;;1.0;1.0
16460;13094;Directed;12368;;;1.0;1.0
1566;69;Directed;12369;;;1.0;2.0
602;57;Directed;12370;;;1.0;1.0
3458;3624;Directed;12371;;;1.0;2.0
133;133;Directed;12372;;;2.0;1.0
4423;4428;Directed;12373;;;1.0;0.0
10193;5144;Directed;12374;;;3.0;1.0
4423;4427;Directed;12375;;;1.0;2.0
5944;5144;Directed;12376;;;1.0;2.0
23080;5198;Directed;12377;;;1.0;2.0
806;554;Directed;12378;;;1.0;1.0
19034;12877;Directed;12379;;;1.0;2.0
4108;5198;Directed;12380;;;10.0;1.0
6001;6001;Directed;12381;;;1.0;0.0
22357;20449;Directed;12382;;;2.0;1.0
1763;1536;Directed;12383;;;1.0;1.0
5919;5922;Directed;12384;;;1.0;2.0
947;740;Directed;12385;;;1.0;1.0
5349;3615;Directed;12386;;;1.0;2.0
23211;948;Directed;12387;;;1.0;2.0
15100;15100;Directed;12388;;;2.0;0.0
10026;3632;Directed;12389;;;1.0;2.0
3887;8105;Directed;12390;;;1.0;1.0
9633;5198;Directed;12391;;;2.0;2.0
21580;3340;Directed;12392;;;1.0;2.0
21832;5198;Directed;12393;;;1.0;2.0
4130;137;Directed;12394;;;1.0;2.0
460;1122;Directed;12395;;;1.0;1.0
1813;13072;Directed;12396;;;5.0;1.0
5144;4860;Directed;12397;;;1.0;2.0
5157;4579;Directed;12398;;;1.0;2.0
5491;1590;Directed;12399;;;1.0;2.0
16866;11657;Directed;12400;;;1.0;1.0
9769;9476;Directed;12401;;;1.0;0.0
12905;12905;Directed;12402;;;2.0;0.0
17451;6307;Directed;12403;;;1.0;2.0
23285;16299;Directed;12404;;;1.0;2.0
16460;15695;Directed;12405;;;2.0;1.0
1224;3247;Directed;12406;;;1.0;1.0
10001;3645;Directed;12407;;;1.0;2.0
973;1906;Directed;12408;;;1.0;1.0
4163;4175;Directed;12409;;;1.0;0.0
3053;816;Directed;12410;;;1.0;1.0
19614;20732;Directed;12411;;;1.0;2.0
21194;21343;Directed;12412;;;1.0;0.0
5669;6887;Directed;12413;;;2.0;1.0
3115;3119;Directed;12414;;;1.0;2.0
460;1136;Directed;12415;;;1.0;1.0
9791;6543;Directed;12416;;;1.0;2.0
205;12;Directed;12417;;;1.0;1.0
5567;5148;Directed;12418;;;1.0;2.0
10433;12877;Directed;12419;;;1.0;2.0
5304;3952;Directed;12420;;;2.0;2.0
21398;3624;Directed;12421;;;1.0;2.0
23199;23202;Directed;12422;;;1.0;0.0
226;389;Directed;12423;;;1.0;1.0
5755;9842;Directed;12424;;;1.0;2.0
10379;19493;Directed;12425;;;1.0;2.0
115;4981;Directed;12426;;;2.0;2.0
3053;806;Directed;12427;;;2.0;1.0
1756;16651;Directed;12428;;;3.0;1.0
602;28;Directed;12429;;;1.0;1.0
133;166;Directed;12430;;;2.0;1.0
23043;19099;Directed;12431;;;1.0;2.0
9516;9099;Directed;12432;;;1.0;2.0
14552;1136;Directed;12433;;;1.0;1.0
3082;1320;Directed;12434;;;4.0;2.0
15850;1306;Directed;12435;;;1.0;2.0
20676;9943;Directed;12436;;;1.0;2.0
205;25;Directed;12437;;;1.0;1.0
6315;5144;Directed;12438;;;2.0;2.0
8605;6422;Directed;12439;;;1.0;2.0
14664;6289;Directed;12440;;;1.0;2.0
5755;9834;Directed;12441;;;5.0;2.0
10318;10350;Directed;12442;;;1.0;0.0
724;724;Directed;12443;;;2.0;1.0
11841;14553;Directed;12444;;;1.0;1.0
19373;19493;Directed;12445;;;1.0;2.0
9788;10456;Directed;12446;;;1.0;2.0
11841;14552;Directed;12447;;;1.0;1.0
17527;1640;Directed;12448;;;1.0;2.0
16235;18860;Directed;12449;;;1.0;2.0
3129;1320;Directed;12450;;;1.0;2.0
9733;6307;Directed;12451;;;1.0;2.0
9647;3340;Directed;12452;;;1.0;2.0
20326;14946;Directed;12453;;;1.0;2.0
6374;3703;Directed;12454;;;1.0;2.0
8024;3624;Directed;12455;;;1.0;2.0
724;810;Directed;12456;;;1.0;1.0
3053;744;Directed;12457;;;1.0;2.0
8071;4108;Directed;12458;;;1.0;2.0
9662;784;Directed;12459;;;4.0;2.0
9829;10456;Directed;12460;;;1.0;1.0
9902;8026;Directed;12461;;;1.0;0.0
8934;8809;Directed;12462;;;1.0;2.0
10139;8161;Directed;12463;;;1.0;2.0
2945;1472;Directed;12464;;;1.0;2.0
67;69;Directed;12465;;;1.0;1.0
177;307;Directed;12466;;;2.0;1.0
1590;6313;Directed;12467;;;1.0;1.0
806;508;Directed;12468;;;1.0;2.0
14701;3340;Directed;12469;;;1.0;2.0
3324;8135;Directed;12470;;;2.0;0.0
1537;1537;Directed;12471;;;1.0;0.0
19538;9943;Directed;12472;;;1.0;2.0
6058;6061;Directed;12473;;;1.0;2.0
16154;587;Directed;12474;;;1.0;2.0
158;84;Directed;12475;;;1.0;1.0
95;115;Directed;12476;;;1.0;2.0
158;86;Directed;12477;;;3.0;1.0
1224;3162;Directed;12478;;;1.0;2.0
3657;766;Directed;12479;;;1.0;1.0
20243;3340;Directed;12480;;;3.0;2.0
3141;3340;Directed;12481;;;2.0;1.0
1906;3034;Directed;12482;;;1.0;2.0
23267;22057;Directed;12483;;;1.0;2.0
9750;3827;Directed;12484;;;1.0;2.0
1765;6811;Directed;12485;;;1.0;1.0
10104;3340;Directed;12486;;;5.0;1.0
10246;5762;Directed;12487;;;1.0;1.0
15546;1590;Directed;12488;;;1.0;2.0
250;500;Directed;12489;;;2.0;1.0
1081;5144;Directed;12490;;;1.0;2.0
6951;10430;Directed;12491;;;1.0;2.0
3198;3340;Directed;12492;;;1.0;2.0
1458;3336;Directed;12493;;;2.0;2.0
3776;16651;Directed;12494;;;3.0;1.0
16002;1306;Directed;12495;;;1.0;2.0
1590;6307;Directed;12496;;;1.0;1.0
20429;18905;Directed;12497;;;1.0;2.0
43;84;Directed;12498;;;1.0;1.0
43;87;Directed;12499;;;1.0;1.0
43;81;Directed;12500;;;2.0;1.0
158;4177;Directed;12501;;;1.0;1.0
16651;15935;Directed;12502;;;1.0;2.0
4660;3971;Directed;12503;;;1.0;2.0
777;67;Directed;12504;;;1.0;2.0
6548;11736;Directed;12505;;;3.0;1.0
4413;3340;Directed;12506;;;1.0;2.0
4578;540;Directed;12507;;;2.0;2.0
5219;5144;Directed;12508;;;1.0;2.0
22724;22724;Directed;12509;;;3.0;0.0
205;68;Directed;12510;;;1.0;1.0
4140;3340;Directed;12511;;;1.0;1.0
10422;10422;Directed;12512;;;2.0;0.0
3893;476;Directed;12513;;;1.0;2.0
62;307;Directed;12514;;;1.0;1.0
6214;12877;Directed;12515;;;1.0;2.0
43;73;Directed;12516;;;1.0;2.0
8014;8570;Directed;12517;;;1.0;1.0
6548;11718;Directed;12518;;;1.0;2.0
66;6;Directed;12519;;;1.0;1.0
1642;8495;Directed;12520;;;1.0;2.0
90;5922;Directed;12521;;;1.0;1.0
43;69;Directed;12522;;;1.0;1.0
460;1231;Directed;12523;;;1.0;1.0
43;68;Directed;12524;;;1.0;1.0
19416;9943;Directed;12525;;;1.0;2.0
79;72;Directed;12526;;;2.0;1.0
79;79;Directed;12527;;;3.0;1.0
500;5692;Directed;12528;;;1.0;2.0
16765;14815;Directed;12529;;;1.0;2.0
9418;17509;Directed;12530;;;1.0;0.0
13156;5198;Directed;12531;;;1.0;2.0
5008;86;Directed;12532;;;1.0;1.0
3624;16539;Directed;12533;;;1.0;1.0
8612;540;Directed;12534;;;1.0;2.0
15643;15643;Directed;12535;;;2.0;0.0
5874;3776;Directed;12536;;;1.0;2.0
43;59;Directed;12537;;;2.0;1.0
460;3827;Directed;12538;;;1.0;1.0
16657;18856;Directed;12539;;;1.0;0.0
4109;3632;Directed;12540;;;1.0;1.0
540;6183;Directed;12541;;;2.0;2.0
146;69;Directed;12542;;;1.0;1.0
9;1435;Directed;12543;;;1.0;1.0
107;6628;Directed;12544;;;2.0;2.0
20897;5198;Directed;12545;;;1.0;2.0
11607;11607;Directed;12546;;;1.0;1.0
3340;9943;Directed;12547;;;25.0;1.0
806;1441;Directed;12548;;;1.0;1.0
158;43;Directed;12549;;;4.0;1.0
1836;1836;Directed;12550;;;1.0;0.0
43;49;Directed;12551;;;4.0;1.0
43;48;Directed;12552;;;1.0;1.0
16866;948;Directed;12553;;;1.0;1.0
9829;3971;Directed;12554;;;1.0;1.0
158;4108;Directed;12555;;;3.0;1.0
19099;11581;Directed;12556;;;1.0;2.0
8604;14735;Directed;12557;;;2.0;2.0
23229;9130;Directed;12558;;;1.0;0.0
4717;9943;Directed;12559;;;2.0;1.0
17527;1590;Directed;12560;;;1.0;2.0
23308;9943;Directed;12561;;;1.0;2.0
3553;15878;Directed;12562;;;4.0;1.0
5857;112;Directed;12563;;;1.0;2.0
43;43;Directed;12564;;;26.0;1.0
8692;11631;Directed;12565;;;1.0;2.0
12909;13496;Directed;12566;;;1.0;1.0
500;3059;Directed;12567;;;1.0;1.0
146;81;Directed;12568;;;2.0;1.0
19782;4109;Directed;12569;;;1.0;2.0
10351;1590;Directed;12570;;;1.0;2.0
43;34;Directed;12571;;;1.0;1.0
12877;8055;Directed;12572;;;1.0;2.0
1195;19468;Directed;12573;;;1.0;1.0
43;36;Directed;12574;;;2.0;1.0
4323;5922;Directed;12575;;;1.0;2.0
31;15695;Directed;12576;;;1.0;1.0
9943;9795;Directed;12577;;;3.0;2.0
389;3139;Directed;12578;;;1.0;2.0
5784;8574;Directed;12579;;;1.0;2.0
14923;10456;Directed;12580;;;1.0;2.0
1303;1355;Directed;12581;;;1.0;2.0
19277;13496;Directed;12582;;;1.0;1.0
1420;3632;Directed;12583;;;1.0;2.0
6137;4254;Directed;12584;;;1.0;1.0
16111;16111;Directed;12585;;;1.0;0.0
5414;3615;Directed;12586;;;1.0;2.0
3031;3632;Directed;12587;;;1.0;2.0
12939;2938;Directed;12588;;;1.0;1.0
806;1428;Directed;12589;;;1.0;2.0
158;67;Directed;12590;;;1.0;1.0
625;4108;Directed;12591;;;4.0;1.0
1095;5966;Directed;12592;;;1.0;1.0
43;28;Directed;12593;;;3.0;1.0
21330;21330;Directed;12594;;;5.0;0.0
14552;3703;Directed;12595;;;1.0;1.0
6369;14905;Directed;12596;;;1.0;2.0
43;25;Directed;12597;;;1.0;1.0
23467;22357;Directed;12598;;;1.0;2.0
806;510;Directed;12599;;;1.0;1.0
4109;3624;Directed;12600;;;2.0;1.0
8337;16866;Directed;12601;;;1.0;1.0
21887;11736;Directed;12602;;;1.0;2.0
16030;4101;Directed;12603;;;1.0;2.0
19899;19899;Directed;12604;;;4.0;0.0
3624;4209;Directed;12605;;;1.0;2.0
6683;9943;Directed;12606;;;3.0;2.0
1757;3614;Directed;12607;;;1.0;2.0
1590;19160;Directed;12608;;;2.0;2.0
